mc	gpdm	bgnd	order	bl
HONGKONGPROFACTELECTRONICSLIMITED	300504.SZ	2019.0	4.0	3.09
LAO ASIA PACIFIC SATELLITE CO LTD	601698.SH	2018.0	3.0	1.58
OCI Company Ltd.	688599.SH	2017.0	3.0	3.79
OLAM INTERNATIONAL LIMILED	601339.SH	2018.0	1.0	14.43
OLAM INTERNATIONAL LIMILED	601339.SH	2019.0	3.0	8.18
上海**软件有限公司	300380.SZ	2019.0	3.0	6.52
下38家	000796.SZ	2017.0	1.0	12.2
东莞市全腾电子科技有限公司	300397.SZ	2017.0	2.0	5.07
东莞市全腾电子科技有限公司	300397.SZ	2018.0	2.0	7.68
中煤新集能源股份有限公司	600886.SH	2017.0	2.0	17.24
中煤新集能源股份有限公司	600886.SH	2019.0	5.0	6.47
中色(天津)特种材料有限公司	300828.SZ	2017.0	5.0	0.41
亚新科国际铸造(山西)有限公司	603950.SH	2017.0	1.0	41.55
亚新科国际铸造(山西)有限公司	603950.SH	2018.0	2.0	25.37
亚新科国际铸造(山西)有限公司	603950.SH	2019.0	2.0	30.72
佛山宝润金属制品有限公司	002969.SZ	2018.0	4.0	5.07
北京优朋普乐科技有限公司	000892.SZ	2017.0	4.0	5.41
北京恒远恒信科技发展有限公司	300413.SZ	2017.0	2.0	8.18
北京百安居装饰建材公司	000931.SZ	2019.0	1.0	2.77
北京百安居装饰建材公司	000931.SZ	2017.0	2.0	3.91
北京百安居装饰建材公司	000931.SZ	2018.0	3.0	3.26
南方银通(武汉)信息技术服务有限公司	300330.SZ	2017.0	3.0	5.43
吴忠市忠兴绒业有限公司	000982.SZ	2017.0	4.0	1.76
品牌5	002024.SZ	2017.0	5.0	3.03
品牌5	002024.SZ	2019.0	5.0	2.74
四川华星天然气有限责任公司	002312.SZ	2019.0	3.0	3.06
四川国网电力有限公司	000803.SZ	2019.0	1.0	16.17
大连锦华钟表珠宝有限公司	000679.SZ	2019.0	1.0	7.38
大连锦华钟表珠宝有限公司	000679.SZ	2018.0	2.0	3.8
天津日日发运输有限公司	000931.SZ	2017.0	5.0	1.02
常州科特金属材料有限公司	603985.SH	2017.0	4.0	5.2
广东中亚铝业有限公司	603390.SH	2017.0	3.0	4.16
广东中亚铝业有限公司	603390.SH	2018.0	5.0	2.69
广州普标商务服务有限公司	300310.SZ	2018.0	2.0	4.96
广州普标商务服务有限公司	300310.SZ	2019.0	3.0	3.72
广西品糖贸易有限公司	000833.SZ	2019.0	1.0	24.74
广西品糖贸易有限公司	000833.SZ	2017.0	5.0	1.8
徐州启会越贸易商行	300326.SZ	2017.0	2.0	7.82
徐州启会越贸易商行	300326.SZ	2018.0	2.0	8.68
新疆塔城储绿粮油购销集团有限公司	603227.SH	2019.0	3.0	7.53
新疆疆升硕鸿建设工程有限公司	603227.SH	2019.0	1.0	9.58
桂林骏达运输股份有限公司桂林汽车客运总站	000978.SZ	2018.0	4.0	3.81
江苏宝胜精密导体有限公司	600577.SH	2017.0	5.0	5.22
江苏宝胜精密导体有限公司	600577.SH	2018.0	5.0	7.12
法人五	000514.SZ	2017.0	5.0	2.87
法人五	000514.SZ	2018.0	5.0	4.83
法人五	000514.SZ	2019.0	5.0	1.05
法人五	000029.SZ	2017.0	5.0	0.67
法人五	000029.SZ	2018.0	5.0	3.24
法人五	000029.SZ	2019.0	5.0	2.18
法人五	000046.SZ	2017.0	5.0	1.19
法人五	000046.SZ	2018.0	5.0	0.72
法人五	000046.SZ	2019.0	5.0	0.77
泰兴协联众达化学有限公司	603948.SH	2017.0	4.0	5.38
泰兴协联众达化学有限公司	603948.SH	2019.0	4.0	5.99
深圳垦拓流体控制有限公司	688389.SH	2017.0	3.0	4.31
深圳垦拓流体控制有限公司	688389.SH	2018.0	3.0	4.02
湖北华中光电科技有限公司	002265.SZ	2017.0	4.0	2.02
湖南穗丰食品有限公司	002847.SZ	2017.0	2.0	4.7
湖南穗丰食品有限公司	002847.SZ	2018.0	5.0	3.01
湘潭厚德路灯制造有限公司	000504.SZ	2017.0	4.0	6.19
石家庄岗山环保科技有限公司	002691.SZ	2019.0	5.0	2.23
福建联迪商用设备有限公司	300773.SZ	2017.0	2.0	20.59
福盛科技股份有限公司	600855.SH	2019.0	3.0	""
辽宁宏图创展测绘勘察有限公司	300826.SZ	2017.0	4.0	3.25
通州建总集团有限公司	300040.SZ	2019.0	4.0	5.39
郑州市第一建筑工程集团有限公司	000544.SZ	2018.0	5.0	5.32
重庆市规划和自然资源局	002305.SZ	2019.0	1.0	8.96
金光纸业(郑州)有限公司	000719.SZ	2018.0	5.0	0.9
铜陵化工集团有机化工有限责任公司	603948.SH	2017.0	1.0	10.57
铜陵化工集团有机化工有限责任公司	603948.SH	2018.0	3.0	6.31
铜陵化工集团有机化工有限责任公司	603948.SH	2019.0	5.0	5.34
长沙市开福区江航冷冻食品经营部	000548.SZ	2019.0	4.0	5.32
青岛海汇德电气有限公司	300807.SZ	2017.0	5.0	4.04
