mc	gpdm	bgnd	order	bl
HitachiHigh-TechnologiesHongKong   Ltd.	688007.SH	2017.0	2.0	7.44
Kinder Morgan Production Company LLC	300191.SZ	2018.0	2.0	17
Kinder Morgan Production Company LLC	300191.SZ	2017.0	3.0	9.98
Lumileds集团	002938.SZ	2017.0	3.0	4.52
NATURE INVESTING CORPORATION	000923.SZ	2018.0	2.0	2.67
b1	000963.SZ	2019.0	1.0	2.77
上海勇胜化工有限公司	688098.SH	2018.0	2.0	20.74
上海勇胜化工有限公司	688098.SH	2017.0	3.0	18.32
上海医药众协药业有限公司	688520.SH	2019.0	4.0	2.79
上海天圻贸易有限公司	000835.SZ	2018.0	2.0	18.71
中冶天工集团天津有限公司	002985.SZ	2017.0	1.0	12.44
中国建筑第五工程局有限公司	000965.SZ	2019.0	2.0	23.26
中国建筑第五工程局有限公司	000965.SZ	2017.0	3.0	3.26
中国建筑第五工程局有限公司	000965.SZ	2018.0	4.0	2.28
中国建筑第五工程局有限公司	002344.SZ	2017.0	3.0	8.96
中国电子器材技术有限公司	688036.SH	2017.0	4.0	5.29
中国电子器材技术有限公司	688036.SH	2018.0	4.0	3.7
中国电建市政建设集团有限公司	002305.SZ	2019.0	5.0	2.09
中国石油天然气股份有限公司华中天然气销售分公司	000669.SZ	2017.0	1.0	20.24
中国石油天然气股份有限公司华中天然气销售分公司	000669.SZ	2018.0	1.0	18.54
中国能源建设股份有限公司	601827.SH	2018.0	4.0	3.29
中国能源建设股份有限公司	603693.SH	2017.0	3.0	26.26
中航电测仪器股份有限公司	300552.SZ	2017.0	3.0	5.29
余姚市凯中电器有限公司	002196.SZ	2017.0	5.0	2.16
公司3	300261.SZ	2017.0	3.0	4.06
公司3	002239.SZ	2017.0	3.0	3.65
公司3	002239.SZ	2018.0	3.0	4.42
公司3	000969.SZ	2017.0	3.0	2.47
公司3	000969.SZ	2019.0	3.0	3.7
公司3	601598.SH	2018.0	3.0	2.91
公司3	601598.SH	2019.0	3.0	3.46
公司3	000528.SZ	2017.0	3.0	2.69
公司3	000528.SZ	2018.0	3.0	2.25
公司3	000528.SZ	2019.0	3.0	2.33
公司3	000757.SZ	2017.0	3.0	11.6
公司3	000757.SZ	2018.0	3.0	9.34
北京富扬维鑫科技有限公司	688004.SH	2017.0	3.0	3.64
南阳市新奥商贸有限公司	000683.SZ	2017.0	5.0	2.57
品牌3	002024.SZ	2017.0	3.0	4.54
品牌3	002024.SZ	2019.0	3.0	3.57
