mc	gpdm	bgnd	order	bl
CATALENT,INC	688177.SH	2018.0	1.0	23.09
CATALENT,INC	688177.SH	2017.0	2.0	9.78
ChannelPrimeAlliance	688026.SH	2018.0	3.0	7.51
GlencoreInternationalAG	300750.SZ	2017.0	4.0	3.01
Vinati Organics Limited	000627.SZ	2018.0	3.0	7.45
Vinati Organics Limited	000756.SZ	2019.0	2.0	8.94
Vinati Organics Limited	000756.SZ	2017.0	3.0	4.54
三亚自由海休闲渔业有限公司	002320.SZ	2018.0	3.0	2.23
三亚自由海休闲渔业有限公司	002320.SZ	2019.0	3.0	2.06
三亚自由海休闲渔业有限公司	002320.SZ	2017.0	4.0	3.44
上海明都化工有限公司	002095.SZ	2017.0	2.0	7.74
中信泰富特钢	300421.SZ	2019.0	2.0	5.03
中信金属宁波能源有限公司	688122.SH	2019.0	4.0	8.23
中国能源建设集团南方建设投资有限公司	000735.SZ	2019.0	1.0	4.61
中航(重庆)微电子有限公司	300671.SZ	2017.0	4.0	4.22
俄罗斯燃料制造公司 TVEL	601985.SH	2019.0	3.0	""
凯天星博(北京)科技有限公司	603990.SH	2019.0	5.0	4.26
华北制药股份有限公司物资供应分公司	000597.SZ	2019.0	4.0	1.39
吴川市鑫业建材有限公司	002509.SZ	2017.0	2.0	4.77
国网山东省电力公司威海供电公司	300699.SZ	2017.0	2.0	12.36
国网山东省电力公司威海供电公司	300699.SZ	2018.0	2.0	9.04
国网山东省电力公司威海供电公司	300699.SZ	2019.0	4.0	7.01
国酒茅台(贵州仁怀)营销有限公司,贵州茅台酱香酒营销有限公司,贵州茅台酒厂(集团)习酒有限责任公司	300755.SZ	2017.0	2.0	16.71
大联大控股(台湾)	002970.SZ	2017.0	5.0	2.56
大连良顺通供应链管理有限公司	600321.SH	2018.0	1.0	18.36
天津市健亚电子科技有限公司	000017.SZ	2017.0	5.0	6.27
威海市国有资本运营有限公司	002237.SZ	2018.0	2.0	5.64
宁波市有容商贸有限公司	601116.SH	2018.0	4.0	1.95
宁波市有容商贸有限公司	601116.SH	2017.0	5.0	1.89
宁波市有容商贸有限公司	601116.SH	2019.0	5.0	1.62
山东金岭化工股份有限公司	000698.SZ	2018.0	3.0	3.55
山东金岭化工股份有限公司	000698.SZ	2019.0	5.0	3.05
山东金岭化工股份有限公司	000756.SZ	2017.0	1.0	7.94
山东金岭化工股份有限公司	000756.SZ	2018.0	2.0	6.67
山东雅百特科技有限公司	300208.SZ	2018.0	4.0	9.45
巴斯夫中国有限公司	300342.SZ	2017.0	3.0	4.19
巴斯夫中国有限公司	300342.SZ	2018.0	3.0	5.75
巴斯夫中国有限公司	300342.SZ	2019.0	5.0	3.38
成都吉思科技有限公司	300362.SZ	2018.0	4.0	1.98
成都嘉纳海威科技有限责任公司	002388.SZ	2017.0	4.0	1.55
成都市第四建筑工程公司	000609.SZ	2017.0	2.0	4.47
无锡金涵电子有限公司	688258.SH	2018.0	5.0	4.2
昆明金水铜冶炼有限公司	000878.SZ	2017.0	5.0	3.88
杭州昆德医疗器械有限公司	600763.SH	2019.0	2.0	8.47
江西国宏化工有限公司	603379.SH	2018.0	3.0	5.19
深圳市信利康供应链管理有限公司	688288.SH	2018.0	1.0	8.5
深圳市信利康供应链管理有限公司	688288.SH	2017.0	5.0	3.85
深圳市信利康供应链管理有限公司	688080.SH	2017.0	1.0	20.33
深圳市信利康供应链管理有限公司	688080.SH	2018.0	2.0	13.94
深圳市宏普欣电子科技有限公司	603390.SH	2018.0	1.0	19.28
深圳市宏普欣电子科技有限公司	603390.SH	2017.0	5.0	3.14
深圳市广工电梯有限公司	000007.SZ	2017.0	5.0	2.52
深圳能源燃气投资控股有限公司	000037.SZ	2019.0	4.0	2.9
科太精密工业(深圳)有限公司	300790.SZ	2018.0	5.0	5.65
耐驰尔新材料(营口)有限公司	002167.SZ	2019.0	4.0	6.8
莱芜钢铁集团有限公司	300569.SZ	2017.0	1.0	36.21
莱芜钢铁集团有限公司	300569.SZ	2018.0	1.0	19.29
贡晋实业(上海)有限公司	600288.SH	2019.0	5.0	0.61
邯郸市邯一建筑工程有限公司深圳分公司	000048.SZ	2019.0	5.0	3.26
长沙市罗曼照明工程有限公司	000504.SZ	2018.0	5.0	2.07
