mc	gpdm	bgnd	order	bl
七台河市华宇选煤有限责任公司	601011.SH	2019.0	3.0	7.92
上海市北能源公司	000558.SZ	2017.0	3.0	10.16
上海建工混凝土有限公司	600846.SH	2017.0	4.0	0.63
上海联合水泥有限公司	600170.SH	2019.0	4.0	0.4
东莞市讯怡电子科技有限公司	002127.SZ	2017.0	5.0	5.56
中国新兴建筑工程总公司	000615.SZ	2017.0	3.0	6.05
中国新兴建筑工程总公司	000615.SZ	2019.0	3.0	1.78
中国水电建设集团国际工程有限公司	000065.SZ	2018.0	4.0	3.73
中国水电建设集团国际工程有限公司	000065.SZ	2017.0	5.0	3.14
中国重汽集团国际有限公司	300527.SZ	2018.0	3.0	6.17
中国重汽集团国际有限公司	300527.SZ	2019.0	5.0	4.08
中海石油气电集团有限责任公司广东销售分公司	000037.SZ	2017.0	1.0	63.07
中海石油气电集团有限责任公司广东销售分公司	000037.SZ	2018.0	1.0	47.5
中石化集团内蒙古元宝山石油销售有限责任公司	000780.SZ	2017.0	1.0	8.84
中石化集团内蒙古元宝山石油销售有限责任公司	000780.SZ	2018.0	1.0	10.87
中铁铁龙集装箱物流股份有限公司	600811.SH	2018.0	5.0	3.86
供应三	002708.SZ	2019.0	3.0	4.96
供应三	300505.SZ	2017.0	3.0	6.86
供应三	002669.SZ	2019.0	3.0	5.41
公司1	300261.SZ	2017.0	1.0	12
公司1	002239.SZ	2017.0	1.0	5.5
公司1	002239.SZ	2018.0	1.0	7.44
公司1	000969.SZ	2017.0	1.0	4.84
公司1	000969.SZ	2019.0	1.0	5.11
公司1	601598.SH	2018.0	1.0	4.74
公司1	601598.SH	2019.0	1.0	5.1
公司1	000528.SZ	2017.0	1.0	3.2
公司1	000528.SZ	2018.0	1.0	2.75
公司1	000528.SZ	2019.0	1.0	3.31
公司1	000757.SZ	2017.0	1.0	18.52
公司1	000757.SZ	2018.0	1.0	23.93
包头市超群贸易有限责任公司	000688.SZ	2017.0	4.0	3.44
北京世纪华扬能源科技有限公司	300152.SZ	2017.0	2.0	3.16
北京航空航天大学	688066.SH	2017.0	4.0	3.8
南京红叶石化有限公司	002778.SZ	2017.0	3.0	10.14
南京红叶石化有限公司	002778.SZ	2019.0	4.0	8.02
名幸电子(武汉)有限公司	603236.SH	2017.0	3.0	4.2
名幸电子(武汉)有限公司	603236.SH	2018.0	4.0	4.03
唐山三兴化工有限公司	300798.SZ	2017.0	4.0	4.27
唐山三兴化工有限公司	300798.SZ	2018.0	4.0	4.83
四川省电力公司泸州供电公司	000912.SZ	2017.0	3.0	5.58
国药控股股份有限公司	000509.SZ	2019.0	1.0	50.67
国药控股股份有限公司	300158.SZ	2018.0	1.0	7.75
国药控股股份有限公司	300158.SZ	2019.0	3.0	4.48
大同煤矿集团有限公司	000767.SZ	2019.0	1.0	37.34
巩义市益民净水材料有限公司	300425.SZ	2017.0	5.0	2.24
常州同泰高导新材料有限公司	600577.SH	2019.0	2.0	14.22
常州同泰高导新材料有限公司	600577.SH	2018.0	4.0	7.2
张家港保税区德威进出口贸易有限公司	000622.SZ	2019.0	2.0	25.31
张家港保税区德威进出口贸易有限公司	603906.SH	2019.0	2.0	7.84
张家港保税区德威进出口贸易有限公司	603906.SH	2018.0	4.0	5.24
徐州延广建贸易商行	300326.SZ	2019.0	5.0	7.28
成都四威高科技产业园有限公司	002338.SZ	2017.0	5.0	4.22
日立电梯(中国)有限公司	000011.SZ	2017.0	1.0	52.32
杭州市拱墅区天合晒图服务部	300746.SZ	2017.0	5.0	0.54
武汉恒信众为新能源有限公司	002452.SZ	2017.0	4.0	2.03
江苏宝力重工科技有限公司	600220.SH	2018.0	2.0	12.68
江西广信新材料股份有限公司	300835.SZ	2018.0	3.0	3.79
河北物流集团金属材料有限公司	002060.SZ	2017.0	3.0	2.23
浙江安特磁材有限公司	300835.SZ	2018.0	1.0	10.1
浙江安特磁材有限公司	300835.SZ	2017.0	2.0	9.09
浙江安特磁材有限公司	300835.SZ	2019.0	2.0	5.72
浙江拓进五金工具有限公司	002444.SZ	2018.0	5.0	1.05
浙江新兴铸管有限公司	600846.SH	2017.0	5.0	0.51
浙江江潮电机实业有限公司(杭州江潮电机有限公司)	300145.SZ	2017.0	1.0	19.67
深圳市攀拓科技有限公司	300812.SZ	2018.0	5.0	3.97
甘肃省水利水电岩土工程有限责任公司	000779.SZ	2019.0	2.0	7.32
磐安县晟鑫特种钢有限公司(新余)	002552.SZ	2019.0	3.0	15.01
神华销售集团有限公司	000966.SZ	2017.0	1.0	11.04
神华销售集团有限公司	000966.SZ	2018.0	1.0	20.47
神华销售集团有限公司	000966.SZ	2019.0	1.0	27.72
神华销售集团有限公司	600397.SH	2017.0	2.0	12.51
祥宝工业(苏州)科技有限公司	688555.SH	2018.0	4.0	6.4
立讯电子科技(昆山)有限公司	300461.SZ	2019.0	1.0	21.86
铁门关永瑞供销有限公司尉犁县英库勒一厂	600251.SH	2019.0	3.0	3.01
长春精仪光电技术有限公司	002338.SZ	2019.0	3.0	4.93
陕西宝鸡第二发电有限责任公司	002484.SZ	2017.0	4.0	9.83
隆生国际建设集团有限公司	300284.SZ	2017.0	1.0	6.71
隆生国际建设集团有限公司	300284.SZ	2018.0	1.0	21.1
隆生国际建设集团有限公司	300284.SZ	2019.0	1.0	5.67
霍尔果斯星汇天姬影视传媒有限公司	000892.SZ	2017.0	1.0	9.01
