mc	gpdm	bgnd	order	bl
Gold-Mining Company Polyus	002237.SZ	2017.0	4.0	2.04
MaschinenfabrikReinhausenGmbH	000806.SZ	2017.0	2.0	7.53
PontesIndustriade  Cera Ltda	300743.SZ	2017.0	5.0	4.48
Vantaan Energia Oy	688126.SH	2017.0	5.0	4.52
上海中科科创文化集团有限公司	000622.SZ	2018.0	1.0	35.59
上海久是化工有限公司	688157.SH	2017.0	4.0	5.96
上海合众锅炉有限公司	000803.SZ	2017.0	1.0	37.12
上海安仑化工有限公司	000589.SZ	2019.0	5.0	3.67
中石化公司化工销售华南分公司	000589.SZ	2017.0	4.0	4.02
云南农垦贸易有限公司	300767.SZ	2017.0	5.0	7
北京华音光大科技有限公司	688200.SH	2018.0	2.0	5.97
北京华音光大科技有限公司	688200.SH	2017.0	4.0	5.1
北京铁科英迈技术有限公司	000557.SZ	2018.0	4.0	2.42
南京南方电讯有限公司	002771.SZ	2017.0	1.0	6.36
南京清海环保科技有限公司	000820.SZ	2017.0	2.0	16.99
南通泰胜蓝岛海洋工程有限公司	601226.SH	2019.0	3.0	2.46
哈尔滨市平房区电业局	300489.SZ	2017.0	3.0	7.7
唐山中润煤化工有限公司	000709.SZ	2019.0	2.0	2.1
唐山中润煤化工有限公司	000818.SZ	2017.0	5.0	4.17
四川能投光大节能环保工程技术有限公司	300090.SZ	2019.0	3.0	2.94
埃克森美孚新加坡分公司	603798.SH	2017.0	1.0	14.71
埃克森美孚新加坡分公司	603798.SH	2018.0	3.0	10.1
安徽航发建设工程有限公司	603815.SH	2017.0	4.0	2.37
山东日科	002953.SZ	2017.0	3.0	6.1
山东日科	002953.SZ	2018.0	3.0	4.51
曼氏(上海)香精香料有限公司	300741.SZ	2017.0	5.0	3.75
杭州原华贸易有限公司	600763.SH	2019.0	5.0	5.79
杭州耀邦建筑劳务有限公司	000010.SZ	2018.0	1.0	3.6
江苏盛虹科贸有限公司	300819.SZ	2018.0	2.0	7.75
江苏盛虹科贸有限公司	300819.SZ	2017.0	3.0	7.61
浙江物产国际贸易有限公司	002652.SZ	2017.0	4.0	6.61
浙江物产国际贸易有限公司	002652.SZ	2018.0	4.0	4.62
海航技术	600221.SH	2017.0	3.0	5.72
海航技术	600221.SH	2018.0	4.0	4.42
清河县宏润羊绒制品有限公司	000982.SZ	2018.0	5.0	2.93
联合汽车电子	603013.SH	2017.0	2.0	8.64
荆州市城市建设集团工程有限公司	002305.SZ	2017.0	5.0	2.12
超科林	688012.SH	2018.0	1.0	10.53
超科林	688012.SH	2017.0	2.0	9.16
阜新市特种线材厂	000585.SZ	2019.0	5.0	3.24
阳新县韦源口镇阳华劳务中心	000088.SZ	2017.0	5.0	4.23
陕西核工业集团蓝天能源有限公司	000767.SZ	2018.0	3.0	7.37
