mc	gpdm	bgnd	order	bl
COPACHISA ,  S.A. DE C.V.	000700.SZ	2017.0	3.0	3.68
上海电力设计院物资有限公司	300208.SZ	2017.0	1.0	49.4
东营市宝迪商贸有限公司	000498.SZ	2018.0	3.0	1.64
东营市宝迪商贸有限公司	000498.SZ	2019.0	3.0	1.26
东营市宝迪商贸有限公司	000498.SZ	2017.0	4.0	0.86
中国铁路物资股份有限公司	601606.SH	2017.0	3.0	5.22
中建五局工业设备安装有限公司	000668.SZ	2017.0	3.0	8.82
佛山市南海宝稀金属贸易有限公司	002988.SZ	2017.0	5.0	3.26
兴化市南欣特钢有限公司	300145.SZ	2017.0	5.0	2.96
天津友发钢管集团销售有限公司	002323.SZ	2017.0	3.0	3.39
天津市文利新能源科技有限公司	000803.SZ	2017.0	3.0	3.84
天津水务集团有限公司	000605.SZ	2017.0	1.0	28.62
天津津河电工有限公司	000927.SZ	2017.0	3.0	3.11
客商四	600491.SH	2018.0	4.0	1.34
山西晋通电力有限公司	000755.SZ	2019.0	4.0	2.47
广东瑞普科技股份有限公司	002359.SZ	2019.0	3.0	8.46
广东瑞普科技股份有限公司	002359.SZ	2018.0	5.0	5.91
广东电网有限责任公司肇庆供电局	300176.SZ	2018.0	5.0	2.8
广东省建筑工程机械施工有限公司	002973.SZ	2018.0	1.0	21.46
成都松霖科技有限公司	300168.SZ	2017.0	2.0	2.14
拉萨顺能煤炭销售有限公司	600326.SH	2018.0	4.0	4.1
拉萨顺能煤炭销售有限公司	600326.SH	2017.0	5.0	3.16
无锡天杨电子有限公司	300831.SZ	2017.0	2.0	7.73
无锡天杨电子有限公司	300046.SZ	2017.0	2.0	7.42
武汉合盈生物制品有限公司	000952.SZ	2017.0	2.0	6.12
武汉景瑞国际贸易有限公司	000667.SZ	2019.0	5.0	1.95
永旭(上海)通讯科技有限公司	300330.SZ	2019.0	4.0	5.47
江苏三木化工股份有限公司	000698.SZ	2019.0	3.0	3.89
江西江能物贸有限公司	000899.SZ	2017.0	3.0	6.33
沧州四星玻璃股份有限公司	002412.SZ	2017.0	1.0	13.11
沧州四星玻璃股份有限公司	603590.SH	2017.0	3.0	9.83
洛阳世强轴承滚子有限公司	300652.SZ	2019.0	5.0	2.79
浙江亿得化工之合并企业	603790.SH	2017.0	1.0	12.93
深圳市瑞迪睿科技有限公司	688518.SH	2018.0	3.0	2.49
深圳市福科思灯光设计有限公司	300377.SZ	2017.0	3.0	12.88
深圳市福科思灯光设计有限公司	300377.SZ	2018.0	4.0	3.51
爱普生(中国)有限公司上海分公司	002153.SZ	2017.0	1.0	23.68
爱普生(中国)有限公司上海分公司	002153.SZ	2018.0	1.0	22.15
爱普生(中国)有限公司上海分公司	002153.SZ	2019.0	1.0	16.18
益海嘉里金龙鱼粮油食品股份有限公司	000876.SZ	2019.0	2.0	2.54
福建省安装肯尼亚有限公司	000797.SZ	2017.0	3.0	5.16
聊城市立海冷藏有限公司	002982.SZ	2018.0	3.0	6.3
聊城市立海冷藏有限公司	002982.SZ	2019.0	4.0	5.67
蒙山亚伦湾	603590.SH	2017.0	1.0	44.08
重庆仁信金属材料有限公司	300057.SZ	2018.0	2.0	10.06
马鞍山一众机电有限公司	603982.SH	2017.0	5.0	3.48
