mc	gpdm	bgnd	order	bl
AVNET TECHNOLOGY HKLTD	688001.SH	2017.0	4.0	6.74
BRIGHT ALLIANCE HOLDINGSLIMITED	002077.SZ	2017.0	5.0	7.11
Biosearch Technologies Inc	688222.SH	2017.0	3.0	7.4
Ferragamo Hong Kong Limited	002656.SZ	2017.0	5.0	2.97
Olam International	002950.SZ	2017.0	3.0	4.91
THEBOEINGCOMPANY	002023.SZ	2019.0	4.0	3.08
WYMAN GORDON LTD.	601226.SH	2017.0	5.0	1.95
三亚长丰海洋天然气供气有限公司	000613.SZ	2017.0	5.0	4.38
三亚长丰海洋天然气供气有限公司	000613.SZ	2018.0	5.0	4.8
三亚长丰海洋天然气供气有限公司	000613.SZ	2019.0	5.0	5.37
上海分众晶视广告有限公司	300434.SZ	2019.0	4.0	3
上海泉江实业有限公司	000848.SZ	2018.0	5.0	6.06
东莞正扬电子机械有限公司	300816.SZ	2017.0	5.0	5.38
东莞正扬电子机械有限公司	300816.SZ	2018.0	5.0	5.69
东莞长城开发科技有限公司	688169.SH	2019.0	5.0	5.04
中远海运散货运输有限公司	000531.SZ	2017.0	4.0	6.04
中远海运散货运输有限公司	000531.SZ	2018.0	4.0	5.6
中远海运散货运输有限公司	000531.SZ	2019.0	4.0	4.05
内蒙古霍宁碳素有限责任公司	002128.SZ	2019.0	3.0	2.49
内蒙古霍煤万祥铝业有限责任公司	603876.SH	2017.0	2.0	13.89
南京炼油厂有限责任公司	002778.SZ	2017.0	2.0	11.4
南京炼油厂有限责任公司	002778.SZ	2019.0	5.0	4.92
厦门金龙联合汽车工业有限公司	600561.SH	2017.0	4.0	""
大连喜姆电子有限公司	688010.SH	2018.0	4.0	5.54
大连喜姆电子有限公司	688010.SH	2017.0	5.0	5.32
孙开成	000929.SZ	2017.0	4.0	2.67
广东嘉和微特电机股份有限公司	002959.SZ	2017.0	3.0	4.27
扎兰屯市国森矿业有限责任公司	000603.SZ	2018.0	1.0	8.43
扎兰屯市国森矿业有限责任公司	000603.SZ	2017.0	2.0	10.85
扎兰屯市国森矿业有限责任公司	000603.SZ	2019.0	5.0	4
扎兰屯市国森矿业有限责任公司	000751.SZ	2017.0	2.0	18.65
新疆蓝迅科技发展有限公司	300370.SZ	2019.0	2.0	5.47
江苏立勤燃料有限公司	600575.SH	2017.0	2.0	""
河北钢铁集团矿业有限公司	000709.SZ	2017.0	4.0	3.56
河北钢铁集团矿业有限公司	000923.SZ	2017.0	4.0	0.5
深圳市彩虹奥特姆科技有限公司	002970.SZ	2018.0	3.0	3.89
石家庄市树铭物资有限公司	002691.SZ	2019.0	4.0	2.24
苏州市妙可食品贸易有限公司	300741.SZ	2017.0	2.0	6.55
衢州华友钴新材料有限公司	300340.SZ	2017.0	1.0	20.15
衢州华友钴新材料有限公司	300340.SZ	2018.0	1.0	19.17
靖远县鸿发源工贸有限公司	000552.SZ	2019.0	2.0	7.85
