mc	gpdm	bgnd	order	bl
Open-M Technology Limited	002955.SZ	2017.0	4.0	5.18
WNSDKJ股份有限公司	000948.SZ	2017.0	4.0	3.72
上海虞安电子科技有限公司	002960.SZ	2018.0	2.0	9.32
上海虞安电子科技有限公司	002960.SZ	2017.0	4.0	4.51
东方电气风电有限公司	000155.SZ	2019.0	1.0	21.15
东方电气风电有限公司	000155.SZ	2018.0	5.0	4.96
中华人民共和国四川省成都市国土资源局	600603.SH	2017.0	1.0	""
中国能源建设集团广东省电力设计研究院有限公司	000539.SZ	2019.0	2.0	20.55
中国航天科工集团有限公司及	000547.SZ	2019.0	1.0	22.71
中国航天科工集团有限公司及	000547.SZ	2017.0	2.0	12.91
中国航天科工集团有限公司及	000547.SZ	2018.0	2.0	13
中文在线数字出版集团股份有限公司	300459.SZ	2017.0	5.0	3.48
台湾积体电路制造股份有限公司	603893.SH	2017.0	3.0	15.73
台湾积体电路制造股份有限公司	688099.SH	2017.0	1.0	76.26
台湾积体电路制造股份有限公司	688099.SH	2018.0	1.0	68.83
大冶特殊钢股份有限公司	000595.SZ	2018.0	5.0	3.18
大冶特殊钢股份有限公司	601606.SH	2017.0	4.0	4.47
天津金翔达金属材料有限公司	300120.SZ	2017.0	1.0	25.97
天津金翔达金属材料有限公司	300120.SZ	2018.0	1.0	9.88
天阳宏业科技股份有限公司	688118.SH	2018.0	1.0	11.83
孝义市鹏飞实业有限公司	600740.SH	2019.0	2.0	3.24
宁波市自然资源和规划局	000517.SZ	2019.0	1.0	21.98
宁波汇美钟表有限公司	600857.SH	2017.0	4.0	1.06
宜兴市中环耐火材料有限公司	000939.SZ	2017.0	4.0	0.64
惠氏中国	603214.SH	2017.0	1.0	13.88
新源县众粮汇通贸易有限公司	002422.SZ	2018.0	2.0	3.38
杭州临安新杭派食品有限公司	300783.SZ	2017.0	1.0	5.5
杭州临安新杭派食品有限公司	300783.SZ	2018.0	5.0	2.51
杭州为家美小家电有限公司	002242.SZ	2018.0	1.0	8.24
桂林新奥燃气有限公司	000978.SZ	2017.0	4.0	3.34
欧姆龙自动化系统(杭州)有限公司	688310.SH	2018.0	2.0	4.89
欧姆龙自动化系统(杭州)有限公司	688310.SH	2017.0	5.0	4.15
武汉广绘轴物资有限责任公司	600133.SH	2017.0	2.0	8.3
武汉广绘轴物资有限责任公司	600133.SH	2018.0	2.0	7.98
武汉广绘轴物资有限责任公司	600133.SH	2019.0	2.0	7.53
武汉杰士邦卫生用品有限公司	002433.SZ	2017.0	4.0	3.62
江苏淳瑞纺织科技有限公司	002282.SZ	2019.0	2.0	5.83
江苏省天然气有限公司	002608.SZ	2018.0	4.0	6.91
江苏省天然气有限公司	000421.SZ	2017.0	3.0	5.55
江苏省天然气有限公司	000421.SZ	2018.0	3.0	6.79
江苏省天然气有限公司	000421.SZ	2019.0	3.0	6.13
江阴三毛销售有限公司	002687.SZ	2017.0	1.0	7.88
河北德鹏机械设备有限公司	000856.SZ	2019.0	2.0	6.27
河北诚信九天医药化工有限公司	300765.SZ	2017.0	1.0	19.05
河北诚信九天医药化工有限公司	300765.SZ	2018.0	1.0	16.38
河北诚信九天医药化工有限公司	000756.SZ	2019.0	4.0	3.19
河北诚信九天医药化工有限公司	000756.SZ	2017.0	5.0	3.1
河北诚信九天医药化工有限公司	000756.SZ	2018.0	5.0	2.57
河南煜久实业有限公司	000544.SZ	2017.0	2.0	18.05
济南铁路物资总公司	002307.SZ	2017.0	2.0	5.34
浙江富冶集团有限公司及下的其他企业	601609.SH	2017.0	1.0	6.65
浙江富冶集团有限公司及下的其他企业	601609.SH	2018.0	4.0	3.55
海南瀚腾安防科技有限公司	000886.SZ	2018.0	5.0	2.97
深圳市世纪通供应链股份有限公司	688159.SH	2017.0	4.0	7.36
深圳市世纪通供应链股份有限公司	300012.SZ	2018.0	3.0	2.26
深圳市嘉利达专显科技有限公司	688358.SH	2017.0	2.0	4.29
深圳市嘉利达专显科技有限公司	688358.SH	2018.0	2.0	3.8
深圳市微拍档网络有限公司	300634.SZ	2017.0	4.0	3.69
深圳市通茂电子有限公司	300762.SZ	2018.0	4.0	4.63
湖南方正达电子科技有限公司	002983.SZ	2017.0	1.0	17.68
湖南春风酒业有限公司,北京永利博扬商贸有限公司	300755.SZ	2017.0	4.0	8.11
福双龙旅游有限公司	000610.SZ	2018.0	4.0	1.1
禹城和美食品有限公司其分	603517.SH	2017.0	2.0	8.17
维沃移动通信有限公司(维沃通信科技)	002127.SZ	2019.0	2.0	28.38
重庆厚丰机械有限责任公司	300421.SZ	2018.0	5.0	5.43
重庆厚丰机械有限责任公司	300421.SZ	2019.0	5.0	2.29
重庆正川医药包装材料股份有限公司	002412.SZ	2017.0	4.0	5.52
重庆正川医药包装材料股份有限公司	300147.SZ	2018.0	3.0	3.6
长沙有色冶金设计研究院有限公司	000878.SZ	2018.0	3.0	5.15
青岛合易顺电子有限公司	603629.SH	2017.0	5.0	2.76
饶平县紫岭山种养专业合作社	002198.SZ	2018.0	3.0	6.25
龙蟒大地农业有限公司	300189.SZ	2018.0	2.0	8.31
