mc	gpdm	bgnd	order	bl
**建工集团有限公司	000573.SZ	2019.0	1.0	11.36
EMER International Limited	300008.SZ	2017.0	4.0	3.6
General Electric International OperationsCo.,Inc	603087.SH	2018.0	2.0	11.89
MC CROKER PTY LTD  澳洲澳克谷物有限公司	002956.SZ	2017.0	2.0	6.77
上海嘉盛石油化学品有限公司	002986.SZ	2018.0	5.0	1.13
上海昼璟信息技术有限公司	603189.SH	2018.0	3.0	14.18
上海泰欣环境工程股份有限公司	601330.SH	2017.0	4.0	4.35
上海紫莓仪器有限公司	300747.SZ	2017.0	2.0	8.2
上海锐澳商务咨询有限公司	300805.SZ	2018.0	5.0	1.84
中一信建设有限公司	000088.SZ	2019.0	4.0	5.69
中国电力工程顾问集团中南电力设计院有限公司	000883.SZ	2018.0	5.0	3.09
中电建建筑集团有限公司	002305.SZ	2019.0	4.0	3.27
临沂山重挖掘机有限公司	000680.SZ	2019.0	3.0	2.45
伊泰能源投资(上海)有限公司	002608.SZ	2017.0	4.0	8.74
伊泰能源投资(上海)有限公司	002608.SZ	2019.0	4.0	5.3
伊泰能源投资(上海)有限公司	002608.SZ	2018.0	5.0	6.9
北京亿兆华盛股份有限公司	000711.SZ	2017.0	2.0	1.75
北京利华消防工程有限公司	000668.SZ	2017.0	5.0	4.13
吉林碳谷碳纤维股份有限公司	300699.SZ	2017.0	5.0	3.77
哈密光岳工程机械有限公司	603227.SH	2018.0	4.0	5.69
宁波金田新材料有限公司	603109.SH	2017.0	2.0	4.39
宁波金田新材料有限公司	603109.SH	2018.0	3.0	4.8
宁波金田新材料有限公司	603109.SH	2019.0	4.0	3.74
宁波金田新材料有限公司	002922.SZ	2017.0	2.0	3.27
广西康宸世糖贸易有限公司	000833.SZ	2017.0	1.0	26.67
广西康宸世糖贸易有限公司	000833.SZ	2018.0	2.0	15.89
广西康宸世糖贸易有限公司	000833.SZ	2019.0	3.0	7.46
张家港伟诺复合材料有限公司	688598.SH	2019.0	2.0	14.35
张家港伟诺复合材料有限公司	688598.SH	2017.0	4.0	6.76
张家港伟诺复合材料有限公司	688598.SH	2018.0	4.0	8.34
松下压缩机(大连)有限公司	300594.SZ	2017.0	1.0	8.55
松下压缩机(大连)有限公司	300594.SZ	2018.0	1.0	8.55
欧瑞传动电气股份有限公司	300823.SZ	2019.0	2.0	4.23
欧瑞传动电气股份有限公司	300823.SZ	2017.0	4.0	3.34
江苏安邦电化有限公司	300801.SZ	2018.0	5.0	4.27
沂水大地玉米开发有限公司	688089.SH	2018.0	1.0	11.56
沈阳安邦机电设备制造有限公司	000410.SZ	2019.0	3.0	1.65
河南创力电子有限公司	300248.SZ	2017.0	3.0	1.8
浙江赛骑运动器械制造有限公司	002858.SZ	2017.0	4.0	3.04
涟源安浙贸易有限公司	600678.SH	2017.0	1.0	30.13
涟源安浙贸易有限公司	600678.SH	2018.0	2.0	11.86
深圳众恒电器有限公司	300790.SZ	2017.0	4.0	6.66
深圳众恒电器有限公司	300790.SZ	2018.0	4.0	6.93
深圳市朗特电子有限公司	002473.SZ	2017.0	2.0	9.16
深圳市朗特电子有限公司	002473.SZ	2018.0	2.0	8.78
深圳市朗特电子有限公司	002473.SZ	2019.0	3.0	2.47
深圳市沃特新材料股份有限公司	300342.SZ	2017.0	4.0	3.9
深圳市沃特新材料股份有限公司	300342.SZ	2018.0	5.0	4.53
湖南泰川科技有限公司	002943.SZ	2019.0	3.0	4.29
湖南泰川科技有限公司	300800.SZ	2017.0	3.0	3.21
湖南泰川科技有限公司	300800.SZ	2018.0	3.0	4.33
绥化市第四建筑工程有限公司	300055.SZ	2019.0	3.0	8.22
美华建设有限公司	002344.SZ	2018.0	4.0	2.11
通威集团有限公司	688599.SH	2017.0	2.0	4.92
通威集团有限公司	688599.SH	2019.0	2.0	7.57
通威集团有限公司	688599.SH	2018.0	5.0	3.49
邯郸市邯一建筑工程有限公司	688466.SH	2018.0	3.0	6.16
郓城县丰泽玻璃有限公司	000995.SZ	2018.0	4.0	4.33
