mc	gpdm	bgnd	order	bl
EcogreenOlechemicals(Signapore)PteLtd	300387.SZ	2019.0	2.0	8.87
万向钱潮股份有限公司	000030.SZ	2017.0	4.0	2.38
万向钱潮股份有限公司	000030.SZ	2018.0	4.0	2.05
万向钱潮股份有限公司	000030.SZ	2019.0	4.0	2.24
下26家	000796.SZ	2019.0	1.0	24.82
中国石化化工销售有限公司燕山经营部	000755.SZ	2018.0	5.0	4.91
中国石油天然气股份有限公司华东化工销售分公司	688299.SH	2017.0	4.0	6.48
中建五局第三建设有限公司	600603.SH	2018.0	5.0	""
中建五局第三建设有限公司	600603.SH	2019.0	5.0	""
二十九	000802.SZ	2019.0	3.0	9.87
佛山华永科技有限公司	300790.SZ	2018.0	3.0	8.81
佛山华永科技有限公司	300790.SZ	2017.0	5.0	6.17
佛山华永科技有限公司	688010.SH	2017.0	1.0	13.63
佛山华永科技有限公司	688010.SH	2018.0	1.0	13.23
北京二联欣科科技有限公司	300271.SZ	2018.0	5.0	1.41
北京嘉业衡达科技有限公司	688066.SH	2018.0	3.0	3.18
北京普森荣通科技有限公司	300370.SZ	2017.0	4.0	2.96
北京陌陌信息技术有限公司	002113.SZ	2017.0	1.0	20.53
南京国盛电子有限公司	688396.SH	2017.0	2.0	8.01
南京国盛电子有限公司	688396.SH	2018.0	2.0	8.03
国网湖北省电力公司汉川市供电公司	000926.SZ	2018.0	5.0	2.05
天津聚百川化工有限公司	600387.SH	2018.0	3.0	""
天津聚百川化工有限公司	600387.SH	2017.0	5.0	""
宁波鸥江贸易有限公司	002089.SZ	2017.0	1.0	22.98
客商 4	600491.SH	2017.0	4.0	1.62
山东鲁强电缆(集团)股份有限公司	000720.SZ	2018.0	5.0	4.78
山西豪钢重工股份有限公司	002691.SZ	2019.0	1.0	3.55
山西迪威普金属材料有限公司	000825.SZ	2017.0	4.0	5.62
常州赛格帆化工科技有限公司	002095.SZ	2019.0	4.0	4.91
广州晋高科技有限公司	300310.SZ	2017.0	4.0	1.95
新华三技术有限公司	300231.SZ	2018.0	4.0	3.66
新华三技术有限公司	600446.SH	2018.0	1.0	""
昆明新高深橡胶有限公司	000589.SZ	2018.0	5.0	3.96
昆明超泰经贸有限公司	300841.SZ	2017.0	1.0	27.76
昆明超泰经贸有限公司	300841.SZ	2018.0	2.0	14.95
武汉枫和园林绿化工程有限公司	300536.SZ	2019.0	4.0	2.52
河南嘉源铝业有限公司	300489.SZ	2017.0	5.0	4.05
河南神火运输有限公司	000933.SZ	2019.0	4.0	5.08
泰州市新亚传动设备有限公司	603489.SH	2017.0	3.0	4.96
泰州市新亚传动设备有限公司	603489.SH	2018.0	3.0	5.3
浙江冰峰科技有限公司	300364.SZ	2017.0	2.0	10.24
浙江艾玛家居有限公司	000663.SZ	2017.0	1.0	5.74
浙江艾玛家居有限公司	000663.SZ	2018.0	1.0	13.96
浙江艾玛家居有限公司	000663.SZ	2019.0	5.0	5.04
深圳市优行航空服务有限公司	300564.SZ	2017.0	2.0	6.88
深圳市优行航空服务有限公司	300564.SZ	2018.0	2.0	3.91
深圳金玉德尚黄金有限公司	000025.SZ	2017.0	3.0	4.87
深圳金玉德尚黄金有限公司	000025.SZ	2018.0	3.0	17.66
湖北晋煤金楚化肥有限责任公司	002783.SZ	2017.0	1.0	16.61
灵武市俊峰绒业有限责任公司	000982.SZ	2018.0	3.0	4.01
烟台文德隆钢琴制造有限公司	300329.SZ	2017.0	2.0	5.56
烟台文德隆钢琴制造有限公司	300329.SZ	2018.0	2.0	6.72
烟台文德隆钢琴制造有限公司	300329.SZ	2019.0	2.0	7.47
采购商3	300267.SZ	2018.0	3.0	3.47
重庆市新双雄汽车配件有限责任公司	300733.SZ	2017.0	3.0	6.58
重庆市新双雄汽车配件有限责任公司	300733.SZ	2019.0	3.0	6.07
