mc	gpdm	bgnd	order	bl
Inabata                              Sangyo   (H.K.)   Ltd.	688138.SH	2017.0	2.0	27.27
Nichia Chemical Hong Kong Ltd.,	688007.SH	2017.0	1.0	24.38
Nichia Chemical Hong Kong Ltd.,	688007.SH	2018.0	1.0	16.31
SRI VENKATESH GRANITES	002785.SZ	2018.0	4.0	2.73
STOWARZYSZENIE POLSKICH MEDIOW	300795.SZ	2018.0	4.0	4.81
YING LI ER CO.,LTD	600870.SH	2017.0	2.0	3.02
《华商报》社	000793.SZ	2017.0	3.0	11.07
《华商报》社	000793.SZ	2018.0	5.0	2.73
上海君澜律师事务所	300380.SZ	2017.0	2.0	18.13
上海城建物资有限公司(混凝土)	600820.SH	2017.0	1.0	6.09
中国建筑第八工程局有限公司	000616.SZ	2017.0	1.0	76.31
中国建筑第八工程局有限公司	000006.SZ	2019.0	5.0	3.16
中国建筑第八工程局有限公司	000537.SZ	2017.0	1.0	14.15
中国建筑第八工程局有限公司	000537.SZ	2018.0	1.0	14.59
中国建筑第八工程局有限公司	000537.SZ	2019.0	1.0	15.6
中国电子系统工程第四建设有限公司	600225.SH	2018.0	1.0	13.28
中牛集团有限公司	603477.SH	2019.0	4.0	3.25
九	000802.SZ	2019.0	2.0	13.8
九	002487.SZ	2018.0	1.0	14.26
九	002487.SZ	2017.0	3.0	4.74
九	600309.SH	2019.0	4.0	2.83
九	600309.SH	2017.0	5.0	3.67
云南电网有限责任公司曲靖罗平供电局	002114.SZ	2019.0	1.0	7.73
云南鸫环进出口贸易有限公司	300406.SZ	2017.0	5.0	3.83
北京优克信息技术有限公司	300229.SZ	2018.0	3.0	2.77
北京微视新纪元科技有限公司	300789.SZ	2017.0	3.0	5.41
北京微视新纪元科技有限公司	300789.SZ	2018.0	5.0	3.06
北京微视新纪元科技有限公司	002338.SZ	2019.0	2.0	6.98
北京现代汽车有限公司	002607.SZ	2017.0	4.0	7.9
升兴股份	603156.SH	2017.0	2.0	13.07
升兴股份	603156.SH	2018.0	2.0	15.55
升兴股份	603156.SH	2019.0	2.0	15.82
南玻集团	300160.SZ	2018.0	5.0	5.64
南通南辉电子材料股份有限公司	002484.SZ	2017.0	2.0	11.26
南通江山农药化工股份有限公司	300801.SZ	2018.0	2.0	6.93
南通江山农药化工股份有限公司	300801.SZ	2017.0	5.0	4.17
厦门象屿物流集团有限责任公司	002479.SZ	2018.0	4.0	6.88
嘉善华成木业有限公司	000910.SZ	2017.0	3.0	1.02
四海电子(昆山)有限公司	688030.SH	2017.0	1.0	53.13
四海电子(昆山)有限公司	688030.SH	2018.0	1.0	49.46
大唐融合信息服务有限公司	600225.SH	2019.0	5.0	5.78
如皋市力霸铸造有限公司	603915.SH	2017.0	5.0	3.27
如皋市力霸铸造有限公司	603915.SH	2018.0	5.0	2.41
山东朗晖石油化学股份有限公司	002382.SZ	2017.0	1.0	22.49
山东朗晖石油化学股份有限公司	002382.SZ	2018.0	1.0	17.85
山东朗晖石油化学股份有限公司	002382.SZ	2019.0	1.0	12.06
常州常电	603185.SH	2017.0	1.0	47.14
广东信宇工艺玩具有限公司	300081.SZ	2018.0	4.0	3.45
广州华泽包装设备有限公司	000061.SZ	2017.0	3.0	1.73
惠普贸易(上海)有限公司	002232.SZ	2018.0	4.0	2.99
惠普贸易(上海)有限公司	300282.SZ	2018.0	2.0	6.81
惠普贸易(上海)有限公司	300282.SZ	2019.0	2.0	6.12
惠柏新材料科技(上海)股份有限公司	601615.SH	2017.0	3.0	2.37
无锡中金鼎讯信通科技股份有限公司	001965.SZ	2019.0	1.0	1.63
杭州海康威视数字技术股份有限公司	002090.SZ	2017.0	3.0	2.13
杭州海康威视数字技术股份有限公司	603666.SH	2017.0	3.0	4.33
棉业籽棉	600251.SH	2017.0	1.0	44.61
棉业籽棉	600251.SH	2018.0	1.0	28.49
棉业籽棉	600251.SH	2019.0	1.0	19.06
江西赣锂业股份有限公司	300769.SZ	2017.0	2.0	9.87
江阴轩诺贸易有限公司	002585.SZ	2019.0	1.0	30.72
沈阳圣安天然气有限公司	002259.SZ	2017.0	5.0	0.54
浙江三科线缆有限公司	603657.SH	2017.0	4.0	3.41
深圳市松博宇科技股份有限公司	002631.SZ	2018.0	3.0	3.77
深圳市松博宇科技股份有限公司	002631.SZ	2019.0	4.0	2.95
漳州片仔癀药业股份有限公司	300147.SZ	2017.0	1.0	4.55
漳州片仔癀药业股份有限公司	300147.SZ	2018.0	2.0	5.91
漳州片仔癀药业股份有限公司	300147.SZ	2019.0	4.0	2.07
烟台国网中电自动化技术有限公司	000682.SZ	2017.0	1.0	2.94
烟台国网中电自动化技术有限公司	000682.SZ	2018.0	1.0	2.98
