mc	gpdm	bgnd	order	bl
Avnet Inc.(安富利)	603786.SH	2017.0	1.0	15.09
Avnet Inc.(安富利)	603786.SH	2018.0	1.0	13.46
KAIDAPLASTIC(VIETNAM)CO.,LTD	002196.SZ	2019.0	1.0	6.59
Nouryon Pulp and Performance Chemicals AB.	603087.SH	2019.0	3.0	6.15
ONWAY SKY GROUP LIMITED	000977.SZ	2017.0	4.0	6.52
SMC(中国)有限公司	688037.SH	2017.0	5.0	6.63
SMC(中国)有限公司	688037.SH	2018.0	5.0	5.45
上海荣震金属材料有限公司	300756.SZ	2017.0	3.0	3.12
东阳富仕特磁业有限公司	300397.SZ	2018.0	5.0	3.79
内蒙古人防工程有限公司	000856.SZ	2017.0	5.0	1.04
北京恒胜科技有限公司	002368.SZ	2018.0	3.0	1.64
北京恒胜科技有限公司	002368.SZ	2019.0	4.0	2.2
台玻咸阳玻璃有限公司	002613.SZ	2019.0	2.0	4.69
台玻咸阳玻璃有限公司	002613.SZ	2018.0	3.0	3.21
唐山曹妃甸诚达混凝土有限公司	000856.SZ	2018.0	5.0	1.19
国网山东省电力公司德州供电公司	603279.SH	2017.0	4.0	3.13
国网山东省电力公司德州供电公司	603279.SH	2018.0	4.0	3.01
国网江西省电力公司赣东北供电分公司	000789.SZ	2017.0	4.0	4.84
大连中石化物资装备有限公司	000922.SZ	2019.0	1.0	21.74
大连中石化物资装备有限公司	000922.SZ	2018.0	4.0	5.17
天元建设集团有限公司	000931.SZ	2018.0	4.0	2.37
天元建设集团有限公司	000042.SZ	2019.0	5.0	5.35
天元建设集团有限公司	000537.SZ	2019.0	4.0	4.57
天元建设集团有限公司	000537.SZ	2017.0	5.0	2.95
天元建设集团有限公司	002146.SZ	2017.0	3.0	1.46
天元建设集团有限公司	002146.SZ	2019.0	3.0	1.3
天元建设集团有限公司	002146.SZ	2018.0	4.0	1.73
天元建设集团有限公司	601155.SH	2018.0	4.0	1.87
天津市东丽区财政局	300012.SZ	2017.0	3.0	1.9
宁夏金昱元化工集团有限公司	002457.SZ	2017.0	3.0	8.36
宁波神乐诚信电工合金有限公司	002473.SZ	2017.0	4.0	4.46
富虹电子	002981.SZ	2017.0	1.0	7.85
富虹电子	002981.SZ	2018.0	3.0	3.43
山东信敏惠供应链管理有限公司	300109.SZ	2017.0	4.0	8.13
山西毅腾物流有限公司	600408.SH	2017.0	3.0	7.63
常州冠信钢材有限公司	002633.SZ	2017.0	1.0	8.31
常州冠信钢材有限公司	002633.SZ	2018.0	4.0	5.11
成都天齐锂业有限公司	300769.SZ	2017.0	1.0	43.29
成都天齐锂业有限公司	300769.SZ	2018.0	1.0	24.41
成都天齐锂业有限公司	688005.SH	2017.0	4.0	9.14
成都天齐锂业有限公司	688005.SH	2018.0	5.0	7.56
成都天齐锂业有限公司	300340.SZ	2018.0	5.0	3.86
成都天齐锂业有限公司	688357.SH	2017.0	5.0	6.99
方大特钢科技股份有限公司	000030.SZ	2018.0	1.0	6.31
方大特钢科技股份有限公司	000030.SZ	2017.0	2.0	3.13
方大特钢科技股份有限公司	000030.SZ	2019.0	3.0	3.43
无锡市长江电器设备有限公司	300317.SZ	2017.0	4.0	9.32
是德	002819.SZ	2019.0	1.0	35.75
晋源实业有限公司	002921.SZ	2018.0	1.0	10.21
晋源实业有限公司	002921.SZ	2019.0	1.0	11.97
杭州临安翔天食品有限公司	300783.SZ	2017.0	3.0	2.95
杭州蓝点电子技术有限公司	603489.SH	2017.0	1.0	13.12
杭州蓝点电子技术有限公司	603489.SH	2018.0	1.0	12.87
武汉睿寅昇园林绿化工程有限公司	300536.SZ	2019.0	1.0	11.36
武汉睿寅昇园林绿化工程有限公司	300536.SZ	2018.0	5.0	1.44
浦项(天津)钢材加工有限公司	002576.SZ	2019.0	5.0	2.49
现代医药武汉有限公司	300108.SZ	2018.0	3.0	4.13
福建省邵武市永飞化工有限公司	603773.SH	2017.0	4.0	6.07
苏州赛腾精密电子股份有限公司	300461.SZ	2018.0	2.0	16.58
超霸电池(深圳)有限公司	002980.SZ	2019.0	3.0	2.7
超霸电池(深圳)有限公司	002980.SZ	2018.0	4.0	2.64
重庆巨龙建筑劳务有限公司	600939.SH	2017.0	2.0	0.88
长沙市芙蓉区优特调味品商行	000548.SZ	2019.0	2.0	6.35
