mc	gpdm	bgnd	order	bl
BOEING COMMERCIAL AIRPLANES	002023.SZ	2018.0	1.0	24.57
Fonterra Australia Pty Ltd	002570.SZ	2017.0	1.0	14.03
h.a.l.m.elektronik-gmbh	300751.SZ	2017.0	3.0	12.91
上海建工五建集团有限公司	300012.SZ	2017.0	2.0	4.08
上海建工五建集团有限公司	300012.SZ	2018.0	2.0	3.31
上海缔塔科技有限公司	300245.SZ	2017.0	4.0	4.98
上海航天控制技术研究所	603682.SH	2017.0	1.0	9.29
上海航天控制技术研究所	603682.SH	2018.0	1.0	9.37
上海超今国际贸易有限公司	300489.SZ	2017.0	1.0	45.02
上海超今国际贸易有限公司	300489.SZ	2018.0	1.0	46.23
上海超今国际贸易有限公司	300489.SZ	2019.0	4.0	4.75
上海超今国际贸易有限公司	300337.SZ	2017.0	1.0	53.2
上海超今国际贸易有限公司	300337.SZ	2018.0	1.0	21.9
中国石油集团海洋工程有限公司	300191.SZ	2017.0	1.0	28.96
中国石油集团海洋工程有限公司	300191.SZ	2018.0	1.0	28.21
中建八局第三建设有限公司	002208.SZ	2018.0	4.0	7.98
云言智能科技(上海)有限公司	688258.SH	2018.0	3.0	4.33
南京华新有色金属有限公司	002617.SZ	2019.0	3.0	14.08
南京华新有色金属有限公司	600577.SH	2017.0	2.0	19.18
南京华新有色金属有限公司	600577.SH	2018.0	2.0	16.17
南京华新有色金属有限公司	600577.SH	2019.0	3.0	14.2
南阳市佳之源物资有限公司	000683.SZ	2019.0	5.0	4.39
合肥海润光伏科技有限公司,江阴海润太阳能电力有限公司	601778.SH	2017.0	4.0	4.27
嘉善高磊金属制品有限公司	603290.SH	2018.0	5.0	5.93
国网山东省电力公司禹城市供电公司	300185.SZ	2018.0	2.0	7.67
国网山东省电力公司禹城市供电公司	300185.SZ	2019.0	2.0	7.91
天津冶金钢线钢缆集团有限公司	001965.SZ	2019.0	2.0	1.6
天津市光泽金属制品有限公司	002457.SZ	2017.0	2.0	9.33
孟津县伊朋水玻璃厂	688357.SH	2019.0	4.0	5.31
宁波浦东混凝土有限公司	002586.SZ	2018.0	4.0	0.52
安徽天大铜业有限公司	000720.SZ	2018.0	1.0	21.48
安徽天大铜业有限公司	000720.SZ	2017.0	3.0	6.9
安徽天大铜业有限公司	000720.SZ	2019.0	4.0	1.64
山东创辉新材料科技有限公司	002560.SZ	2019.0	4.0	6.55
山东创辉新材料科技有限公司	002498.SZ	2019.0	4.0	7.34
山东创辉新材料科技有限公司	002498.SZ	2018.0	5.0	5.64
山东道恩润禾电力燃料有限公司	002481.SZ	2017.0	3.0	2.41
山东道恩润禾电力燃料有限公司	002481.SZ	2018.0	3.0	4.26
山特维克可乐满切削刀具(上海)有限公司	603950.SH	2019.0	4.0	1.88
山西焦煤	000983.SZ	2018.0	4.0	3.19
山西焦煤	000825.SZ	2018.0	3.0	5.77
山西焦煤	000825.SZ	2019.0	3.0	6.37
常州龙城供应链管理有限公司	000851.SZ	2019.0	4.0	7.29
常州龙城供应链管理有限公司	000851.SZ	2017.0	5.0	7.11
常州龙城供应链管理有限公司	000851.SZ	2018.0	5.0	7.5
广东省能源集团有限公司	000539.SZ	2018.0	1.0	71.52
广东省能源集团有限公司	000539.SZ	2019.0	1.0	62.69
广州市中益电子有限公司	002030.SZ	2017.0	4.0	3.37
庆城县志城油田服务有限公司	300084.SZ	2017.0	5.0	3.39
思联伟林建筑设计咨询(北京)有限公司	300675.SZ	2018.0	5.0	2.01
新乡市恒德机电有限公司	002933.SZ	2017.0	5.0	5.88
朗爵金属	603610.SH	2018.0	3.0	4.85
朗爵金属	603610.SH	2017.0	4.0	4.92
杭州享念食品有限公司	300783.SZ	2018.0	3.0	2.79
武汉优塑新材料有限公司	002783.SZ	2019.0	5.0	1.85
汕头市达濠建筑总公司	300675.SZ	2017.0	4.0	3.39
汕头市达濠建筑总公司	000042.SZ	2017.0	2.0	2.52
汕头市达濠建筑总公司	000042.SZ	2018.0	4.0	2.53
江联重工集团股份有限公司	601827.SH	2017.0	5.0	3.18
沈阳世纪久诺珠宝有限公司	002237.SZ	2019.0	2.0	4.9
河南瀚迈商贸有限公司	300263.SZ	2018.0	1.0	4.71
河南瀚迈商贸有限公司	300263.SZ	2019.0	2.0	4.49
深圳市安富华科技有限公司	300745.SZ	2017.0	5.0	4.03
深圳市英迈吉科技有限公司	688088.SH	2017.0	5.0	1.56
湖北京山和顺机械有限公司	000821.SZ	2019.0	1.0	3.03
湖州奔野汽车配件厂	688360.SH	2019.0	5.0	3.43
烟台德润液晶材料有限公司	688181.SH	2017.0	3.0	15.22
烟台德润液晶材料有限公司	688181.SH	2018.0	3.0	15.18
烟台神马包装有限公司	000869.SZ	2017.0	1.0	9.68
烟台神马包装有限公司	000869.SZ	2018.0	1.0	11.2
烟台神马包装有限公司	000869.SZ	2019.0	2.0	10.08
科进生物识别(深圳)有限公司(更名为泰雷兹数字科技(深圳)有限公司)	002990.SZ	2017.0	2.0	6.52
科进生物识别(深圳)有限公司(更名为泰雷兹数字科技(深圳)有限公司)	002990.SZ	2018.0	4.0	6.02
秦皇岛诚守信工贸有限公司	002459.SZ	2018.0	1.0	9.62
秦皇岛诚守信工贸有限公司	002459.SZ	2017.0	2.0	6.59
苏州纳容诚电子有限公司	688030.SH	2017.0	5.0	2.35
西藏远征包装有限公司	000752.SZ	2017.0	4.0	3.17
赞华(中国)电子系统有限公司	300609.SZ	2018.0	3.0	5.47
长沙厚同食品贸易有限公司	603517.SH	2019.0	4.0	4.42
长沙厚同食品贸易有限公司	603517.SH	2018.0	5.0	4.7
陕西永合矿山建设有限公司	000426.SZ	2019.0	5.0	4.38
陕西聚诚实业有限公司	600039.SH	2017.0	4.0	0.93
黑龙江龙煤七台河矿业有限责任公司	601011.SH	2017.0	2.0	10.27
黑龙江龙煤七台河矿业有限责任公司	601011.SH	2018.0	2.0	5.37
