mc	gpdm	bgnd	order	bl
Elpack	300049.SZ	2017.0	2.0	14.19
Elpack	300049.SZ	2018.0	2.0	11.31
上海孝朗机电设备有限公司,上海年坤机电设备有限公司	688399.SH	2018.0	4.0	6.67
上海孝朗机电设备有限公司,上海年坤机电设备有限公司	688399.SH	2017.0	5.0	5.92
东风汽车贸易公司十堰经营贸易公司	300210.SZ	2017.0	3.0	2.46
兰溪自立铜业有限公司	600988.SH	2019.0	4.0	3.63
内蒙古匡和贸易有限公司	000409.SZ	2019.0	1.0	32.63
北京中原合聚经贸有限公司	300841.SZ	2019.0	4.0	11.81
北京中电华大电子设计有限责任公司	300096.SZ	2018.0	1.0	6.26
北京中电华大电子设计有限责任公司	300096.SZ	2019.0	1.0	8.37
北京中电华大电子设计有限责任公司	300096.SZ	2017.0	4.0	3.7
北京临源兴业建筑工程有限公司	300070.SZ	2017.0	1.0	4.39
国网江苏省电力有限公司苏州市吴江区供电分公司	000301.SZ	2018.0	5.0	5.03
大联大商贸有限公司	688200.SH	2018.0	4.0	5.66
大连鑫拓贸易有限公司	002667.SZ	2019.0	5.0	3.46
天津朗程智新科技有限公司	000851.SZ	2018.0	4.0	8.33
天津鸿滨丰瑞食品贸易有限公司及江苏鸿滨食品有限公司	300783.SZ	2017.0	2.0	3.76
太原市通远威贸易有限公司	300811.SZ	2017.0	4.0	5.14
常州益群新能源科技有限公司	300029.SZ	2019.0	2.0	8.16
广州天庆建筑劳务有限公司	002509.SZ	2017.0	1.0	10.17
德国海瑞克(盾构机)	600820.SH	2017.0	2.0	5.85
承德亚欧果仁有限公司	000848.SZ	2018.0	1.0	11.52
承德亚欧果仁有限公司	000848.SZ	2019.0	1.0	8.55
新沂市立群石英加工厂	688300.SH	2017.0	4.0	6.36
新沂市立群石英加工厂	688300.SH	2018.0	4.0	3.76
桂林旅游发展总公司	000978.SZ	2019.0	1.0	14.97
济南尚博生物科技有限公司	300725.SZ	2017.0	3.0	7.33
济南尚博生物科技有限公司	300725.SZ	2018.0	4.0	3.98
翟**	000573.SZ	2018.0	5.0	4.94
西安晨成通信技术有限公司	603322.SH	2019.0	3.0	3.63
重庆市顺意达商贸有限公司	603109.SH	2017.0	4.0	3.86
重庆市顺意达商贸有限公司	603109.SH	2018.0	5.0	3.68
锦州阳光能源有限公司	000803.SZ	2018.0	2.0	32.47
长春吉鲁再生物资回收有限公司	002703.SZ	2019.0	4.0	3.88
阿坝州禧龙工业硅有限责任公司	300821.SZ	2019.0	3.0	8.35
陕西晋龙工贸有限公司	002109.SZ	2017.0	4.0	8.15
陕西晋龙工贸有限公司	002109.SZ	2018.0	5.0	6.15
