mc	gpdm	bgnd	order	bl
Amptek Inc.	300797.SZ	2018.0	1.0	9.16
HerngYuanFoodCo.,Ltd.(恒远食品有限公司)	002847.SZ	2018.0	1.0	6.27
LUMENS	002983.SZ	2019.0	4.0	5.13
Marubeni Corporation	688005.SH	2018.0	2.0	9.92
上海宝骏实业发展有限公司	300217.SZ	2017.0	3.0	5.54
上海宝骏实业发展有限公司	002290.SZ	2017.0	1.0	25.23
上海新联纺进出口有限公司	600851.SH	2018.0	2.0	3.16
上海新联纺进出口有限公司	600851.SH	2019.0	3.0	2.67
上海新联纺进出口有限公司	600851.SH	2017.0	5.0	2.41
中纺棉新疆有限公司	600540.SH	2017.0	5.0	1.82
丹柯(常州)金属表面处理有限公司	688085.SH	2018.0	5.0	5.32
丽水强润电子有限公司	002196.SZ	2018.0	3.0	3.46
丽水强润电子有限公司	002196.SZ	2019.0	5.0	4.68
北京东升日美佳商贸中心	688198.SH	2017.0	3.0	10.77
北京东升日美佳商贸中心	688198.SH	2018.0	4.0	9.37
北京金山云网络技术有限公司	000835.SZ	2019.0	2.0	6.85
北京金山云网络技术有限公司	000835.SZ	2018.0	5.0	4.06
北京金山云网络技术有限公司	688111.SH	2017.0	1.0	22.01
北京金山云网络技术有限公司	688111.SH	2018.0	1.0	18.01
厦门华特公路沥青技术有限公司	603909.SH	2019.0	4.0	""
厦门华特公路沥青技术有限公司	603909.SH	2018.0	5.0	3.36
大秦铁路公司	000983.SZ	2018.0	3.0	6.24
大秦铁路公司	000983.SZ	2019.0	3.0	4.7
天津市明山新鑫钢铁贸易有限公司	300823.SZ	2017.0	1.0	3.82
天津市明山新鑫钢铁贸易有限公司	300823.SZ	2018.0	3.0	4.62
安徽海王国安医药有限公司	000153.SZ	2017.0	2.0	4.28
山东宝诚置业有限公司	000506.SZ	2019.0	3.0	12.86
广汽本田汽车销售有限公司	600386.SH	2017.0	4.0	8.56
广汽本田汽车销售有限公司	600386.SH	2018.0	5.0	6.67
恒辉建筑公司(通辽)	000615.SZ	2018.0	3.0	3.9
恒辉建筑公司(通辽)	000615.SZ	2017.0	4.0	5.97
成都富通光通信技术有限公司	000836.SZ	2019.0	2.0	8.29
成都富通光通信技术有限公司	000836.SZ	2018.0	3.0	5.03
新疆新荣盛建设工程有限公司	603227.SH	2018.0	1.0	8.64
昆山云景网络科技有限公司	002987.SZ	2019.0	4.0	""
朔黄铁路发展有限责任公司	300675.SZ	2017.0	3.0	3.64
江苏得邦硕能源有限公司	600575.SH	2017.0	4.0	""
河南中原黄金冶炼厂有限责任公司	000975.SZ	2017.0	3.0	12.79
深圳市海川达通信工程有限公司	002238.SZ	2019.0	3.0	6.17
湖南云智蝶创科技有限公司	688058.SH	2019.0	2.0	41.86
王留彬	300829.SZ	2018.0	5.0	2.15
莱芜金能新材料有限公司	300779.SZ	2017.0	3.0	7.85
莱芜金能新材料有限公司	300779.SZ	2018.0	3.0	9.31
西安西铁物流有限公司	600227.SH	2018.0	1.0	25.7
长沙市翔武机电贸易有限公司	688090.SH	2018.0	4.0	""
青岛瑞祥通商贸有限公司	601366.SH	2017.0	1.0	4.38
