mc	gpdm	bgnd	order	bl
EPCOS	002950.SZ	2017.0	4.0	3.3
Nynas	300387.SZ	2018.0	2.0	5.94
Nynas	300387.SZ	2019.0	3.0	8.05
TCL 海外电子(惠州)有限公司	300104.SZ	2017.0	3.0	2.71
上海发那科机器人有限公司	688218.SH	2017.0	1.0	11.63
上海发那科机器人有限公司	688218.SH	2018.0	1.0	14.41
上海发那科机器人有限公司	688090.SH	2017.0	4.0	""
上海轩冶实业有限公司	000409.SZ	2018.0	1.0	52.69
上海顺邦化工,苏州永邦化工	300806.SZ	2017.0	3.0	7.44
上海顺邦化工,苏州永邦化工	300806.SZ	2018.0	3.0	7.14
丙公司	000411.SZ	2017.0	3.0	2.12
丙公司	000411.SZ	2018.0	3.0	2.14
丙公司	000411.SZ	2019.0	3.0	2.29
丙公司	600500.SH	2017.0	3.0	3.1
东部铜业股份有限公司	002498.SZ	2017.0	1.0	25.53
东部铜业股份有限公司	002498.SZ	2018.0	1.0	30.03
东部铜业股份有限公司	002498.SZ	2019.0	3.0	7.45
中国石化	000626.SZ	2017.0	3.0	1.95
中国石化	000626.SZ	2018.0	3.0	1.71
中国石化	000626.SZ	2019.0	3.0	2.28
中国石化	603681.SH	2017.0	2.0	4.16
中山市正群化工贸易有限公司	300769.SZ	2018.0	3.0	9.24
中山市正群化工贸易有限公司	300769.SZ	2017.0	4.0	5.87
临沂宇佳贸易有限公司	603530.SH	2017.0	3.0	7.17
临沂宇佳贸易有限公司	603530.SH	2018.0	3.0	7.6
优刻得科技股份有限公司	300785.SZ	2017.0	2.0	7.35
优刻得科技股份有限公司	300785.SZ	2018.0	2.0	5.48
前湾西联	601298.SH	2017.0	3.0	2.32
北京万源工业有限公司	000993.SZ	2019.0	5.0	2.57
厦门博奥康科技有限公司,亿明贸易(厦门)有限公司	603392.SH	2017.0	5.0	1.89
厦门金龙旅行车有限公司	600561.SH	2019.0	2.0	""
吉林榆树古船米业有限公司	600321.SH	2018.0	2.0	10.51
吉林榆树古船米业有限公司	600540.SH	2017.0	2.0	3.67
唐山松下产业机器有限公司	688090.SH	2017.0	1.0	""
唐山松下产业机器有限公司	688090.SH	2018.0	1.0	""
国网河南省电力公司焦作供电公司	000612.SZ	2017.0	1.0	32.85
国网河南省电力公司焦作供电公司	000612.SZ	2018.0	1.0	33.11
国网河南省电力公司焦作供电公司	000612.SZ	2019.0	1.0	35.28
安徽海鑫药业有限公司	603439.SH	2017.0	3.0	12.45
宜昌兴发集团有限责任公司	000509.SZ	2018.0	4.0	6.36
山东滨化石化贸易有限公司	603353.SH	2019.0	5.0	7.53
山东隆科特酶制剂有限公司	603739.SH	2017.0	5.0	2.08
岳阳市乐流化工贸易有限公司	688268.SH	2018.0	4.0	3.16
张家港保税区赛诺国际贸易有限公司	603906.SH	2017.0	2.0	9.69
张家港保税区赛诺国际贸易有限公司	603906.SH	2018.0	2.0	7.19
张家港市互惠光电有限公司	300317.SZ	2017.0	3.0	10.95
晋城市益兴达工贸有限公司	600123.SH	2019.0	3.0	2.74
晋城市益兴达工贸有限公司	600123.SH	2018.0	4.0	2.5
武汉吉天建设工程有限公司	300152.SZ	2017.0	1.0	3.25
深圳证券时报社有限公司	000793.SZ	2017.0	1.0	41.24
深圳证券时报社有限公司	000793.SZ	2018.0	1.0	10.29
潍柴动力股份有限公司	000923.SZ	2019.0	5.0	0.77
潍柴动力股份有限公司	000680.SZ	2018.0	4.0	3.49
潍柴动力股份有限公司	000680.SZ	2019.0	5.0	2.07
焦作金冠嘉华电力有限公司	000612.SZ	2017.0	5.0	4.5
盘锦瑞本石化贸易有限公司	000407.SZ	2019.0	1.0	10.91
福建宏能电力工程有限公司	300712.SZ	2017.0	5.0	4.47
福建骏鹏通信科技有限公司	002339.SZ	2017.0	2.0	4.17
芜湖新佳恒金属材料有限公司	300670.SZ	2017.0	1.0	6.97
芜湖新佳恒金属材料有限公司	300670.SZ	2018.0	2.0	3.37
苏州兴瑞贵金属材料有限公司	300351.SZ	2017.0	2.0	3.02
苏通建设集团有限公司淄博分公司	000506.SZ	2018.0	2.0	8.99
苏通建设集团有限公司淄博分公司	000506.SZ	2019.0	2.0	14.77
苏通建设集团有限公司淄博分公司	000506.SZ	2017.0	3.0	3.9
莱州市隆顺机械有限公司	002871.SZ	2019.0	1.0	4.51
莱州市隆顺机械有限公司	002871.SZ	2018.0	3.0	4.9
莱州市隆顺机械有限公司	002871.SZ	2017.0	4.0	4.34
营口市博锋耐火材料有限公司	002225.SZ	2018.0	1.0	2.35
重庆皆能建筑劳务有限公司	600939.SH	2018.0	2.0	0.86
青岛金鑫盛阀门配件厂	002871.SZ	2017.0	5.0	3.42
青岛金鑫盛阀门配件厂	002871.SZ	2018.0	5.0	3.31
鲁泰纺织股份有限公司	002687.SZ	2018.0	1.0	7.51
鲁泰纺织股份有限公司	002687.SZ	2019.0	1.0	6.5
鲁泰纺织股份有限公司	002687.SZ	2017.0	2.0	7.82
麦法(上海)材料科技有限公司	688198.SH	2017.0	4.0	6.8
