mc	gpdm	bgnd	order	bl
Akzo Nobel Pulp andPerformance ChemicalsAB	603087.SH	2017.0	3.0	9.5
JD Union Pte.Ltd.	300776.SZ	2017.0	1.0	16.69
JD Union Pte.Ltd.	300776.SZ	2018.0	2.0	16.84
Johnson Matthey Pacific Limited	688016.SH	2017.0	2.0	13.2
MarkesInternationalLtd	300165.SZ	2019.0	1.0	9.58
东风亚普	603013.SH	2017.0	4.0	7.61
中国三安建设集团有限公司	000820.SZ	2019.0	1.0	49.99
中国三安建设集团有限公司	000820.SZ	2017.0	4.0	4.36
中远集团	603713.SH	2019.0	1.0	3.11
中远集团	603713.SH	2018.0	2.0	3.62
中铝润滑科技有限公司	000862.SZ	2019.0	4.0	5.76
中阳建设集团有限公司	002208.SZ	2018.0	3.0	10.46
云浮市美迪亚石材有限公司	002989.SZ	2017.0	2.0	3.09
北京云基数技术有限公司	603189.SH	2018.0	4.0	11.85
北京建工集团有限责任公司	000797.SZ	2017.0	4.0	2.61
北京建工集团有限责任公司	000797.SZ	2019.0	5.0	2.5
北京数起科技有限公司	688228.SH	2018.0	5.0	4.37
北京鑫源荣达节能技术服务有限公司	600590.SH	2017.0	3.0	""
厦门容大合众电子科技有限公司	688365.SH	2017.0	3.0	4.35
厦门容大合众电子科技有限公司	688365.SH	2018.0	3.0	3.05
四川东益建筑工程有限公司	002755.SZ	2017.0	1.0	31.02
四川鑫源丰机电有限公司	300820.SZ	2017.0	5.0	3.03
大丰璟源精细化工有限公司	600521.SH	2017.0	3.0	""
安徽恩泰工程机械有限公司	002586.SZ	2019.0	1.0	1.28
山东省禹城市新园热电有限公司	002604.SZ	2018.0	2.0	9.51
广州市盛世长运商贸连锁有限公司	603555.SH	2018.0	3.0	5.34
广州市盛世长运商贸连锁有限公司	603555.SH	2019.0	3.0	6.45
广州市盛世长运商贸连锁有限公司	603555.SH	2017.0	5.0	4.11
广州聚传数字传媒有限公司	300781.SZ	2018.0	5.0	2.8
广州邦讯信息系统有限公司	300089.SZ	2018.0	5.0	4.58
惠州联溢建材有限公司	000023.SZ	2018.0	5.0	4
杭州远来物资有限公司	002586.SZ	2017.0	5.0	0.8
杰瑞石油天然气工程有限公司	300370.SZ	2019.0	4.0	2.33
楚雄州水务发展有限责任公司	300021.SZ	2017.0	5.0	3.52
武汉中泽建安集团有限公司	601155.SH	2018.0	3.0	2.24
武汉高德智感科技有限公司	603666.SH	2017.0	4.0	3.88
江阴新耀能源有限公司	600220.SH	2018.0	3.0	12.54
沈阳鑫正发包装有限公司	000985.SZ	2017.0	5.0	0.08
深圳市云时空科技有限公司	002113.SZ	2019.0	3.0	7.4
深圳市科达利实业股份有限公司	300750.SZ	2017.0	1.0	3.78
深圳市金华威数码科技有限公司	002771.SZ	2017.0	3.0	4.24
深圳市金华威数码科技有限公司	002261.SZ	2019.0	3.0	3.59
渭源县德园堂药业有限公司	688566.SH	2017.0	2.0	11.76
渭源县德园堂药业有限公司	688566.SH	2018.0	3.0	8.16
辛集市澳森钢铁有限公司	603969.SH	2017.0	2.0	8.62
郑州煤矿机械集团股份有限公司	000780.SZ	2017.0	2.0	5.64
陆良际云矿业有限公司	002114.SZ	2017.0	3.0	8.31
陕西上海春秋旅行社	000610.SZ	2017.0	3.0	0.74
青岛佳诺商务有限公司	002381.SZ	2017.0	1.0	8.35
