mc	gpdm	bgnd	order	bl
DongMyung	002612.SZ	2017.0	1.0	3.41
GAMEROILSAL	300387.SZ	2019.0	5.0	4.58
上海上汽汽车销售有限公司	600386.SH	2018.0	4.0	7.66
上海上汽汽车销售有限公司	600386.SH	2017.0	5.0	8.37
上海上汽汽车销售有限公司	600386.SH	2019.0	5.0	6.81
上海卫华科学仪器有限公司	603060.SH	2018.0	3.0	2.75
上海宝源钢国际贸易有限公司	600558.SH	2017.0	5.0	3.36
上海聚科塑料科技有限公司	300216.SZ	2017.0	1.0	18.33
上海聚科塑料科技有限公司	300216.SZ	2018.0	1.0	17.08
东莞市瑞克实业有限公司	688389.SH	2018.0	4.0	3.44
中国石化化工销售有限公司汕头经营部	002102.SZ	2018.0	1.0	3.73
中国石化化工销售有限公司汕头经营部	002102.SZ	2019.0	2.0	4.11
中国石化化工销售有限公司汕头经营部	002102.SZ	2017.0	4.0	2.91
临朐县畅悦经贸有限公司	002469.SZ	2017.0	5.0	2.52
包头东方希望铝合金有限公司	002560.SZ	2017.0	5.0	4.46
北京时代飞扬科技有限公司	300324.SZ	2017.0	4.0	1.73
南京商络电子股份有限公司	300342.SZ	2019.0	3.0	4.32
南京商络电子股份有限公司	300342.SZ	2018.0	4.0	5.57
南京商络电子股份有限公司	300342.SZ	2017.0	5.0	3.12
南京天翔机电有限公司	603982.SH	2017.0	3.0	4.29
四川巨安地晟能源化工有限公司	603053.SH	2018.0	5.0	""
大连悦达电力有限公司	000679.SZ	2017.0	4.0	0.87
天津物产化轻旭阳国际贸易有限公司	603863.SH	2017.0	2.0	7.7
宁波飘红麦萌文化传播有限公司	000673.SZ	2019.0	5.0	2.26
宝钛集团有限公司	300402.SZ	2019.0	2.0	17.55
宝钛集团有限公司	300402.SZ	2018.0	3.0	5.5
恩德斯豪斯(中国)自动化有限公司	300430.SZ	2017.0	5.0	1.71
恩德斯豪斯(中国)自动化有限公司	300430.SZ	2018.0	5.0	2.14
恩德斯豪斯(中国)自动化有限公司	300430.SZ	2019.0	5.0	1.92
汕头市益邦贸易有限公司	300808.SZ	2018.0	1.0	7.03
汕头市益邦贸易有限公司	300808.SZ	2017.0	2.0	5.53
浙江中天恒筑钢构有限公司	000558.SZ	2019.0	4.0	1.69
深圳市建安(集团)股份有限公司	000014.SZ	2017.0	1.0	24.01
深圳市建安(集团)股份有限公司	000014.SZ	2018.0	1.0	39.66
深圳市建安(集团)股份有限公司	000014.SZ	2019.0	1.0	26.01
绵阳九通科技有限公司	000586.SZ	2019.0	3.0	4.08
绵阳九通科技有限公司	000586.SZ	2018.0	4.0	4.65
航天国政信息技术(北京)有限公司	300271.SZ	2019.0	3.0	1.54
航油1	600115.SH	2019.0	1.0	9.87
航油1	600221.SH	2017.0	1.0	18.9
芜湖华穗贸易有限公司	002094.SZ	2018.0	5.0	3.1
苏州中晟环境修复股份有限公司	300370.SZ	2019.0	5.0	1.75
赛峰直升机发动机(天津)有限公司	000099.SZ	2017.0	2.0	8.38
赛峰直升机发动机(天津)有限公司	000099.SZ	2019.0	2.0	12.39
赛峰直升机发动机(天津)有限公司	000099.SZ	2018.0	3.0	9.71
辽宁中沃机械有限公司	000780.SZ	2017.0	5.0	3.17
郑州煤电股份有限公司	600157.SH	2017.0	4.0	4.72
郑州煤电股份有限公司	600157.SH	2019.0	5.0	4.66
青岛宇鑫源金属制品有限公司	603187.SH	2017.0	5.0	3.69
