mc	gpdm	bgnd	order	bl
Instrument Systems GmbH	688025.SH	2017.0	1.0	20.11
Instrument Systems GmbH	688025.SH	2018.0	4.0	6.37
ReisgiesSchaumstoffeGmbH	300473.SZ	2018.0	5.0	1.89
WINSONOILBUNKERINGPTELIMITED	000798.SZ	2018.0	4.0	1.84
中原管道制造有限公司	300055.SZ	2018.0	1.0	13.65
中原管道制造有限公司	300055.SZ	2017.0	3.0	6.63
中原管道制造有限公司	300055.SZ	2019.0	5.0	6.6
中山市创联玻璃制品有限公司	300160.SZ	2019.0	5.0	2.34
中煤科工物流有限公司	600123.SH	2017.0	4.0	1.43
北京佳信通达科技发展有限公司	688015.SH	2018.0	3.0	2
北京佳信通达科技发展有限公司	688015.SH	2017.0	4.0	2.41
厦门顺同瑞塑胶有限公司	002614.SZ	2018.0	4.0	1.46
厦门顺同瑞塑胶有限公司	002614.SZ	2017.0	5.0	1.4
四川省新能源动力股份有限公司	000652.SZ	2018.0	4.0	6
国网安徽省电力公司安庆供电公司	002549.SZ	2017.0	4.0	8.08
国网安徽省电力公司安庆供电公司	002549.SZ	2018.0	4.0	8.39
国网安徽省电力公司安庆供电公司	002549.SZ	2019.0	5.0	3.46
国网浙江综合能源服务有限公司嘉兴分公司	002344.SZ	2019.0	4.0	4.49
国药集团(天津)医疗器械有限公司	600763.SH	2019.0	4.0	7.01
寿光市众泰食品有限公司	603517.SH	2017.0	4.0	5.84
山西康采工业技术有限公司	002691.SZ	2019.0	2.0	3.18
山西康采工业技术有限公司	002691.SZ	2018.0	3.0	4.43
山西康采工业技术有限公司	002691.SZ	2017.0	5.0	3.71
常州富兴机电有限公司	002979.SZ	2017.0	1.0	6.71
常州富兴机电有限公司	002979.SZ	2018.0	1.0	6.71
常州富兴机电有限公司	002979.SZ	2019.0	2.0	6.42
常州微开信息技术有限公司	688004.SH	2019.0	2.0	4.63
广州乐尹电子科技有限公司	688188.SH	2017.0	5.0	5.18
广州创腾自动化设备有限公司	688090.SH	2017.0	3.0	""
建发纸业	002803.SZ	2017.0	4.0	5.4
恒力石化(大连)有限公司	002427.SZ	2017.0	1.0	23.37
杭州双林化工试剂有限公司	300558.SZ	2019.0	3.0	12.79
杭州海控电气科技有限公司	688360.SH	2018.0	3.0	3.19
汕头万顺包装材料股份有限公司	002951.SZ	2017.0	1.0	18.37
汕头万顺包装材料股份有限公司	002951.SZ	2018.0	1.0	20.66
江苏华昌化工股份有限公司	601865.SH	2017.0	3.0	8
江苏天凝玻璃科技有限公司	002693.SZ	2019.0	2.0	6.96
江苏天凝玻璃科技有限公司	002693.SZ	2017.0	5.0	1.18
江苏邗建集团有限公司	000011.SZ	2019.0	2.0	24.46
江阴卓能物资(长三角金属材料)有限公司	300280.SZ	2017.0	4.0	2.9
沈阳市和平区城市管理局	300815.SZ	2018.0	5.0	5.09
河南兴浩新材料科技股份有限公司	300779.SZ	2017.0	2.0	8.47
河南兴浩新材料科技股份有限公司	300779.SZ	2018.0	2.0	14.46
湖南红太阳新能源科技有限公司	000504.SZ	2018.0	1.0	24.63
湖南红太阳新能源科技有限公司	000504.SZ	2017.0	2.0	18.82
神华销售集团华东能源有限公司	002608.SZ	2017.0	3.0	12.43
神华销售集团华东能源有限公司	002608.SZ	2018.0	3.0	12.71
神华销售集团华东能源有限公司	002608.SZ	2019.0	3.0	9.1
神华销售集团华东能源有限公司	600157.SH	2017.0	3.0	5.08
苏州市凌臣采集计算机有限公司	688003.SH	2017.0	4.0	3.55
苏州市凌臣采集计算机有限公司	688003.SH	2018.0	4.0	3.84
赛默飞世尔生物化学制品(北京)有限公司集团	688520.SH	2018.0	1.0	9.83
邢台旭阳煤化工有限公司	000755.SZ	2018.0	1.0	47.75
