mc	gpdm	bgnd	order	bl
d	600448.SH	2017.0	4.0	""
Sims metal management limited 下的公司	601609.SH	2019.0	5.0	3.5
上海宜畅电气工程有限公司	688360.SH	2018.0	4.0	2.87
上海文宾影视文化工作室	600052.SH	2019.0	5.0	""
上海昱盛环境科技发展有限公司	300172.SZ	2017.0	1.0	5.02
上海昱盛环境科技发展有限公司	300172.SZ	2018.0	4.0	1.53
上海艺舟贸易有限公司	300217.SZ	2019.0	3.0	5.36
上海艺舟贸易有限公司	300217.SZ	2018.0	4.0	2.89
上海钦恬建筑装饰工程有限公司	300377.SZ	2017.0	5.0	5.91
东莞国亮电机有限公司	002614.SZ	2017.0	3.0	1.69
东莞国亮电机有限公司	002614.SZ	2018.0	3.0	1.59
东莞国亮电机有限公司	002614.SZ	2019.0	3.0	1.8
中国石油天然气股份有限公司吉林石化分公司	002476.SZ	2017.0	3.0	11.02
丰田纺织(中国)有限公司	000927.SZ	2017.0	1.0	4.92
九禾股份有限公司	600989.SH	2018.0	5.0	2.91
全柴动力	300816.SZ	2017.0	2.0	10.12
内蒙古白雁湖化工股份有限公司	000818.SZ	2017.0	3.0	9.41
内蒙古白雁湖化工股份有限公司	000818.SZ	2019.0	3.0	5.62
内蒙古白雁湖化工股份有限公司	000818.SZ	2018.0	4.0	5.24
内蒙古白雁湖化工股份有限公司	600409.SH	2019.0	5.0	2.06
北京易凯联讯科技有限责任公司	300271.SZ	2019.0	5.0	1.45
北京绘通方圆信息技术有限公司	300075.SZ	2017.0	3.0	0.75
历峰贸易(上海)有限公司	000501.SZ	2019.0	2.0	2.46
历峰贸易(上海)有限公司	000501.SZ	2017.0	3.0	1.85
历峰贸易(上海)有限公司	000501.SZ	2018.0	3.0	2.06
台玻集团	300160.SZ	2017.0	2.0	10.25
台玻集团	300160.SZ	2018.0	2.0	13.41
台玻集团	300160.SZ	2019.0	2.0	15.42
常州博康特材科技有限公司	688085.SH	2019.0	5.0	4.51
广西南南铝加工有限公司	300489.SZ	2017.0	4.0	4.68
建材成都地质工程勘察院有限公司302分公司	600678.SH	2019.0	5.0	4.21
微创医疗	688016.SH	2017.0	1.0	25.51
微创医疗	688016.SH	2018.0	1.0	23.33
德惠市同利车辆配件有限公司	605001.SH	2018.0	2.0	3.64
德惠市同利车辆配件有限公司	605001.SH	2019.0	2.0	3.5
无锡市华美电缆有限公司	000035.SZ	2018.0	4.0	2.79
无锡普天铁心股份有限公司	000806.SZ	2019.0	1.0	7.38
无锡普天铁心股份有限公司	000806.SZ	2017.0	3.0	5.08
日本明治株式会社	000976.SZ	2018.0	2.0	7.4
日本明治株式会社	000976.SZ	2019.0	4.0	5
普雷茨特激光技术(上海)有限公司	688003.SH	2017.0	3.0	4.87
杭州海泽水利工程有限公司	002586.SZ	2018.0	2.0	0.65
标龙建设集团有限公司	000961.SZ	2019.0	3.0	0.69
江苏电科电力工程有限公司	603666.SH	2017.0	1.0	24.11
江阴凯悦金属贸易有限公司	002633.SZ	2018.0	2.0	6.76
江阴凯悦金属贸易有限公司	002633.SZ	2019.0	5.0	3.87
深圳市白坭坑股份合作公司	000061.SZ	2019.0	5.0	1.5
特耐王包装(肇庆)有限公司	300176.SZ	2018.0	4.0	3.03
特耐王包装(肇庆)有限公司	300176.SZ	2019.0	4.0	2.69
特耐王包装(肇庆)有限公司	300176.SZ	2017.0	5.0	1.98
石家庄盛华祥商贸有限公司	603156.SH	2017.0	5.0	2.79
石家庄盛华祥商贸有限公司	603156.SH	2019.0	5.0	1.62
福建三明市政工程有限公司	300284.SZ	2019.0	5.0	2.49
福建省闽南建筑工程有限公司	000886.SZ	2017.0	2.0	16.18
福建省闽南建筑工程有限公司	000886.SZ	2018.0	2.0	9.5
福建省闽南建筑工程有限公司	000993.SZ	2019.0	1.0	33.5
第3名	300673.SZ	2017.0	3.0	6.5
第3名	000045.SZ	2017.0	3.0	10.75
第3名	000045.SZ	2018.0	3.0	6.33
第3名	000045.SZ	2019.0	3.0	9
第3名	002782.SZ	2017.0	3.0	3.46
第3名	002782.SZ	2018.0	3.0	3.99
第3名	002782.SZ	2019.0	3.0	2.52
第3名	002759.SZ	2017.0	3.0	4.54
第3名	300123.SZ	2019.0	3.0	3.13
第3名	002629.SZ	2017.0	3.0	14.3
第3名	002093.SZ	2017.0	3.0	6.88
第3名	002093.SZ	2018.0	3.0	3.16
第3名	002341.SZ	2019.0	3.0	3.43
第3名	002922.SZ	2018.0	3.0	2.13
第3名	002848.SZ	2019.0	3.0	2.7
第3名	300098.SZ	2017.0	3.0	3.56
第3名	300435.SZ	2017.0	3.0	7.42
第3名	300410.SZ	2017.0	3.0	2.88
第3名	300410.SZ	2019.0	3.0	3.43
第3名	300289.SZ	2018.0	3.0	11.39
第3名	300289.SZ	2019.0	3.0	4.48
第3名	000718.SZ	2018.0	2.0	9.1
第3名	000718.SZ	2017.0	3.0	3.85
纽迪希亚生命早期营养品管理(上海)有限公司	603214.SH	2017.0	3.0	6.68
罗特克斯有限公司	000895.SZ	2017.0	1.0	7.6
罗特克斯有限公司	000895.SZ	2018.0	1.0	6.29
罗特克斯有限公司	000895.SZ	2019.0	1.0	10.61
苏华建设集团有限公司	000820.SZ	2019.0	5.0	3.87
苏华建设集团有限公司	300091.SZ	2017.0	1.0	10.53
苏华建设集团有限公司	300091.SZ	2018.0	3.0	3.67
苏华建设集团有限公司	601827.SH	2019.0	2.0	4.3
苏华建设集团有限公司	601827.SH	2018.0	3.0	3.5
苏华建设集团有限公司	300172.SZ	2019.0	2.0	1.64
陕西华龙煤炭运销有限公司	000723.SZ	2017.0	5.0	3.23
香港丽达贸易有限公司	600851.SH	2018.0	4.0	2.51
香港丽达贸易有限公司	600851.SH	2019.0	5.0	2.26
