mc	gpdm	bgnd	order	bl
AMPLE KINGINDUSTRIAL LTD.	300824.SZ	2017.0	3.0	3.21
AMPLE KINGINDUSTRIAL LTD.	300824.SZ	2018.0	5.0	3.13
Advantage Petroleum (US) Corp	600856.SH	2018.0	2.0	""
BRIGHANN COTTON MARKETING PTYLTD	601339.SH	2018.0	4.0	3.58
MITSUBISHI CORPORATION	603867.SH	2017.0	2.0	7.36
SILVERAGEKNITTINGCO.,LTD	000982.SZ	2019.0	1.0	8.82
上海人本车用轴承有限公司	603949.SH	2017.0	4.0	5.05
上海人本车用轴承有限公司	603949.SH	2018.0	4.0	5.18
上海悦欣国际旅行社有限公司	300795.SZ	2017.0	1.0	11.51
上海悦欣国际旅行社有限公司	300795.SZ	2018.0	2.0	11.32
上海悦欣国际旅行社有限公司	300795.SZ	2019.0	2.0	11.55
上海石星石油化工有限公司	600387.SH	2017.0	1.0	""
东莞市全康电子科技有限公司	002981.SZ	2018.0	1.0	13.11
东莞市全康电子科技有限公司	002981.SZ	2017.0	2.0	7.75
东莞市全康电子科技有限公司	002981.SZ	2019.0	3.0	7.28
中国电力建设集团有限公司	600956.SH	2017.0	3.0	9.31
中国电力建设集团有限公司	002305.SZ	2017.0	1.0	23.02
中国电力建设集团有限公司	002305.SZ	2018.0	1.0	24.94
中国英利绿色能源控股有限公司	300080.SZ	2017.0	4.0	3.35
中粮集团(香港)有限公司	600929.SH	2017.0	4.0	3.1
中铁十六局集团铁运工程有限公司	000557.SZ	2019.0	4.0	6.07
中铁十六局集团铁运工程有限公司	000557.SZ	2017.0	5.0	7.03
佳木斯电机股份有限公司	002598.SZ	2017.0	4.0	2.98
佳木斯电机股份有限公司	002598.SZ	2018.0	4.0	2.85
佳木斯电机股份有限公司	002598.SZ	2019.0	4.0	3.54
公司5	300261.SZ	2017.0	5.0	2.77
公司5	002239.SZ	2017.0	5.0	2.13
公司5	002239.SZ	2018.0	5.0	3.09
公司5	000969.SZ	2017.0	5.0	2.16
公司5	000969.SZ	2019.0	5.0	2.11
公司5	601598.SH	2018.0	5.0	1.41
公司5	601598.SH	2019.0	5.0	1.4
公司5	000528.SZ	2017.0	5.0	2.02
公司5	000528.SZ	2018.0	5.0	1.33
公司5	000528.SZ	2019.0	5.0	1.17
公司5	000757.SZ	2017.0	5.0	5.22
公司5	000757.SZ	2018.0	5.0	6.9
冠山发展有限公司	002066.SZ	2017.0	1.0	3.21
冠山发展有限公司	002066.SZ	2019.0	2.0	2.54
北京多米文化传媒有限公司	000673.SZ	2017.0	4.0	4.85
北京宏通万达智能科技有限公司	300248.SZ	2017.0	1.0	3.14
北京宏通万达智能科技有限公司	300248.SZ	2018.0	4.0	2.21
北京立华莱康平台科技有限公司	688023.SH	2017.0	1.0	14.85
北京立华莱康平台科技有限公司	688023.SH	2018.0	2.0	12.87
北京立华莱康平台科技有限公司	300454.SZ	2017.0	1.0	13.02
北京立华莱康平台科技有限公司	002439.SZ	2017.0	1.0	25.91
南京柯瑞特种陶瓷股份有限公司	300816.SZ	2018.0	3.0	7.29
南京柯瑞特种陶瓷股份有限公司	300816.SZ	2017.0	4.0	6.88
南京钛白化工有限责任公司	603613.SH	2017.0	4.0	5.32
厦门建发美酒汇酒业有限公司	000571.SZ	2019.0	5.0	1.4
