mc	gpdm	bgnd	order	bl
FOX-CHEMPTELTD	000637.SZ	2019.0	3.0	5.64
K0016	688002.SH	2017.0	4.0	8.25
K0016	688002.SH	2018.0	5.0	6.01
WPI INTERNATIONAL(HONG KONG)LIMITED	300504.SZ	2018.0	3.0	2.67
Zealcon Engineering (Pvt.) Ltd	002554.SZ	2017.0	2.0	5.11
上海凯宁建筑服务有限公司	600170.SH	2018.0	5.0	0.29
上海展志钢材加工配送有限公司	002089.SZ	2019.0	1.0	9.77
上海彭丰贸易有限公司	002930.SZ	2017.0	3.0	3.5
上海浪田金属材料有限公司	300091.SZ	2019.0	2.0	3.18
上海浪田金属材料有限公司	300091.SZ	2017.0	4.0	7.02
上海浪田金属材料有限公司	300091.SZ	2018.0	4.0	3.62
上海艺赛旗软件股份有限公司	300245.SZ	2017.0	3.0	6.06
上海蓝锐智能科技有限公司	688188.SH	2018.0	5.0	5.33
东方集团投资控股有限公司上海分公司	002471.SZ	2018.0	2.0	6.74
东方集团投资控股有限公司上海分公司	002471.SZ	2019.0	3.0	5.07
中交一航局第四工程有限公司,中交第二航务工程局有限公司,中交第四公路工程局有限公司	000736.SZ	2017.0	1.0	15.35
中化集能	688106.SH	2018.0	3.0	5.51
中国石化化工销售有限公司齐鲁经营部	002476.SZ	2017.0	1.0	46.61
中油万通石化(大连)有限公司	000955.SZ	2017.0	1.0	16.65
中油万通石化(大连)有限公司	000955.SZ	2018.0	1.0	20.43
中油万通石化(大连)有限公司	000955.SZ	2019.0	1.0	14.33
中煤科工集团西安研究院有限公司	000968.SZ	2019.0	5.0	5.24
中石化股份有限公司巴陵分公司	002549.SZ	2017.0	2.0	8.64
中石化股份有限公司巴陵分公司	002549.SZ	2018.0	2.0	16.04
中石化股份有限公司巴陵分公司	002549.SZ	2019.0	3.0	6.05
乐视影业	002905.SZ	2017.0	3.0	0.68
北京恒宇信通科技发展有限公司	002933.SZ	2017.0	1.0	23.26
北京阳光苑商业投资有限公司	000608.SZ	2019.0	2.0	7.13
华意压缩机股份有限公司	603187.SH	2017.0	4.0	6.5
南通诺泰生物医药技术有限公司	688166.SH	2017.0	2.0	7.01
南通诺泰生物医药技术有限公司	688166.SH	2018.0	5.0	6.9
嘉兴高正	603212.SH	2019.0	5.0	6.6
嘉能可公司	000751.SZ	2018.0	2.0	9.94
嘉能可公司	000751.SZ	2019.0	2.0	17.34
大连瑞优能源发展有限公司	002339.SZ	2018.0	1.0	15.43
安徽省曙光建设集团有限公司	688178.SH	2018.0	4.0	2.16
山东开泰石化[831928.OC]	300806.SZ	2017.0	5.0	6.01
常州优宝电气制造有限公司	300552.SZ	2017.0	1.0	17.77
常州优宝电气制造有限公司	300552.SZ	2018.0	1.0	7.88
广东大鹏液化天然气有限公司	000539.SZ	2017.0	2.0	6.88
广东大鹏液化天然气有限公司	000539.SZ	2018.0	3.0	4.48
广东大鹏液化天然气有限公司	000539.SZ	2019.0	3.0	3.28
广东大鹏液化天然气有限公司	000027.SZ	2017.0	2.0	4.63
广东大鹏液化天然气有限公司	000027.SZ	2018.0	3.0	6.61
广东大鹏液化天然气有限公司	000027.SZ	2019.0	3.0	6.09
徐州市自然资源和规划局	603060.SH	2019.0	3.0	3.73
德江县飞达劳务派遣有限公司	300090.SZ	2019.0	5.0	2.13
成都云腾智创信息技术有限公司	000638.SZ	2018.0	1.0	11.43
成都云腾智创信息技术有限公司	000638.SZ	2019.0	4.0	10.54
成都开来包装有限公司	300106.SZ	2017.0	4.0	2.04
排名4	000662.SZ	2017.0	4.0	15.33
排名4	000662.SZ	2018.0	4.0	17.56
昆山群亚玻璃纤维有限公司	688398.SH	2017.0	1.0	13.13
昆山群亚玻璃纤维有限公司	688398.SH	2018.0	5.0	4.67
欧吉姆株式会社	688588.SH	2018.0	1.0	7.17
永兴县荣善金属贸易有限责任公司	600988.SH	2017.0	5.0	""
江阴华控人居供水技术服务有限公司	601199.SH	2017.0	2.0	10.53
江阴华控人居供水技术服务有限公司	601199.SH	2019.0	2.0	15.47
江阴华控人居供水技术服务有限公司	601199.SH	2018.0	4.0	3.99
河北橡一医药科技股份有限公司	300216.SZ	2017.0	3.0	7.17
河北橡一医药科技股份有限公司	300216.SZ	2018.0	3.0	6.85
法玛科技	300822.SZ	2017.0	3.0	5.24
浙江巨化集团	603379.SH	2018.0	1.0	10.54
浙江新宏钢制品有限公司	603610.SH	2018.0	4.0	4.77
浙江新宏钢制品有限公司	603610.SH	2017.0	5.0	3.56
深圳市福田区保安服务公司	000058.SZ	2019.0	4.0	1.86
深圳时珍药业有限公司	688189.SH	2017.0	1.0	28.57
湖南远邦建筑劳务有限公司	688009.SH	2017.0	3.0	1.66
苏州思美特表面材料科技有限公司	300842.SZ	2018.0	3.0	2.07
苏州思美特表面材料科技有限公司	300842.SZ	2019.0	3.0	0.66
陈宝山	600257.SH	2019.0	4.0	""
黑龙江大数据产业发展有限公司	600853.SH	2018.0	4.0	2.3
黑龙江省昊伟金属有限公司	600853.SH	2019.0	1.0	4.31
黑龙江省昊伟金属有限公司	600853.SH	2017.0	2.0	4.29
黑龙江省昊伟金属有限公司	600853.SH	2018.0	3.0	2.33
