mc	gpdm	bgnd	order	bl
KTG Co., Ltd.	688138.SH	2017.0	1.0	37.25
TTGPolskaspZOO	300795.SZ	2019.0	5.0	2.9
三十一	000802.SZ	2019.0	5.0	3.94
上海晋金实业有限公司	601609.SH	2017.0	4.0	3.22
上海晋金实业有限公司	601609.SH	2018.0	5.0	3.12
上海樱元科技有限公司	300724.SZ	2017.0	2.0	5.99
上海翰滢实业有限公司(钢材)	600820.SH	2018.0	4.0	1.81
中国船舶集团有限公司	300527.SZ	2019.0	1.0	16.93
中影器材	688007.SH	2018.0	4.0	6.51
临沂市财政局	000961.SZ	2018.0	3.0	4.03
佛山市汉毅电子技术有限公司	002959.SZ	2018.0	1.0	5.48
佛山市汉毅电子技术有限公司	002959.SZ	2017.0	2.0	4.56
北京市某建设工程有限公司	002310.SZ	2017.0	2.0	0.97
北京西普阳光教育科技股份有限公司	688086.SH	2018.0	3.0	6.23
华晨宝马汽车有限公司	002682.SZ	2017.0	5.0	4.6
南京润康轮胎有限公司	002040.SZ	2018.0	5.0	2.1
博罗县晟世元能源有限公司	002388.SZ	2018.0	1.0	6.03
厦门市海鼎盛科技有限公司	300831.SZ	2018.0	4.0	6.12
厦门市海鼎盛科技有限公司	300831.SZ	2019.0	5.0	7.72
大同煤业集团有限公司	600886.SH	2017.0	4.0	3.84
天津完美文化传播有限公司	300528.SZ	2018.0	3.0	9.93
天津市宏巨伟业金属材料销售有限公司	300823.SZ	2017.0	3.0	3.37
天津市宏巨伟业金属材料销售有限公司	300823.SZ	2019.0	4.0	2.95
天津市宏巨伟业金属材料销售有限公司	300823.SZ	2018.0	5.0	3.32
山东建邦胶体材料有限公司	300842.SZ	2019.0	4.0	0.62
广东锦泰电力集团有限公司	002620.SZ	2017.0	4.0	2.65
广西华洋糖业储备中心	000911.SZ	2017.0	3.0	2.55
康美药业股份有限公司	000518.SZ	2017.0	5.0	4.28
成都交投建筑工业化有限公司	600820.SH	2019.0	2.0	2.27
承德钢铁集团有限公司	600997.SH	2017.0	1.0	20.69
承德钢铁集团有限公司	600997.SH	2018.0	1.0	17.28
承德钢铁集团有限公司	600997.SH	2019.0	1.0	20.34
昆山金利昌特殊金属材料有限公司	002976.SZ	2017.0	3.0	3.62
浙江久立特材科技股份有限公司	300402.SZ	2018.0	4.0	4.82
浙江亚合大机电科技有限公司	300624.SZ	2017.0	4.0	3.11
深圳市阳光家园环保科技有限公司	002830.SZ	2018.0	4.0	4.05
深圳市阳光家园环保科技有限公司	002830.SZ	2017.0	5.0	3.46
湖南岳化化工股份有限公司	000782.SZ	2019.0	4.0	5.73
湖南岳化化工股份有限公司	000782.SZ	2018.0	5.0	6.94
湖南省方正达电子科技有限公司	002983.SZ	2018.0	1.0	14.91
湖南省方正达电子科技有限公司	002983.SZ	2019.0	2.0	6.97
爱普科斯(上海)产品服务有限公司	300342.SZ	2017.0	1.0	6.54
爱普科斯(上海)产品服务有限公司	300342.SZ	2018.0	2.0	5.88
白城中一精锻股份有限公司	002265.SZ	2017.0	5.0	1.88
福建爱乡亲食品股份有限公司	603719.SH	2018.0	2.0	4.07
简阳海特重型铸造有限公司	300809.SZ	2017.0	2.0	16.16
耒阳市铜锣坪煤业有限公司	600929.SH	2017.0	5.0	2.42
肇庆高新区鸿胜模具制造有限公司	300176.SZ	2018.0	3.0	3.97
肇庆高新区鸿胜模具制造有限公司	300176.SZ	2019.0	3.0	4.05
肇庆高新区鸿胜模具制造有限公司	300176.SZ	2017.0	4.0	2.46
贵州年华科技有限公司	688058.SH	2018.0	3.0	""
辽宁庆铃汽车贸易有限公司	300210.SZ	2018.0	4.0	1.28
达孜帆软软件有限公司	688369.SH	2018.0	3.0	3.75
达孜帆软软件有限公司	688369.SH	2017.0	4.0	3.07
铜陵洁雅生物科技股份有限公司	300086.SZ	2018.0	5.0	2.91
顶鑫国际控股有限公司	002848.SZ	2017.0	3.0	2.63
香港宇泰润发展有限公司	300790.SZ	2017.0	1.0	19.19
香港宇泰润发展有限公司	300790.SZ	2018.0	1.0	18.74
黄骅市永胜模具有限公司	300777.SZ	2017.0	4.0	10.11
