mc	gpdm	bgnd	order	bl
DUBAI WORLD TRADE CENTER LLC	300795.SZ	2018.0	1.0	11.54
DUBAI WORLD TRADE CENTER LLC	300795.SZ	2017.0	2.0	9.55
WT Microelectronics Co.,Ltd	688007.SH	2018.0	3.0	7.44
b2	000963.SZ	2019.0	2.0	2.61
上海全土豆文化传播有限公司	300392.SZ	2017.0	4.0	11.88
上海昌轩电子科技有限公司	000622.SZ	2017.0	1.0	10.93
上海电气风电集团股份有限公司	600956.SH	2019.0	4.0	4.89
上海蓝祺化工材料有限公司	688358.SH	2017.0	5.0	2.42
中核北方核燃料元件有限公司	601985.SH	2018.0	5.0	""
中道国际贸易南通有限公司	000409.SZ	2018.0	4.0	3.92
中钢集团新型材料(浙江)有限公司	300029.SZ	2018.0	1.0	17.59
临邑裕民农业科技有限公司	002604.SZ	2018.0	1.0	19.88
乌拉特后旗平安民用爆破器材经营有限责任公司	000688.SZ	2019.0	3.0	4.14
兰州隆鑫达商贸有限公司	000791.SZ	2019.0	3.0	3.49
北京京体育科技发展有限公司	300651.SZ	2017.0	1.0	4.93
南京市规划和自然资源局江宁分局	000421.SZ	2019.0	2.0	23.4
唐山唐钢气体有限公司	688233.SH	2017.0	5.0	3.16
唐钢美锦(唐山)煤化工有限公司	000709.SZ	2018.0	3.0	3.62
唐钢美锦(唐山)煤化工有限公司	000709.SZ	2017.0	5.0	2.66
宁波和昌市政园林建设有限公司	002586.SZ	2017.0	4.0	0.9
宋茂林	000023.SZ	2017.0	5.0	2.73
山东睿鹰制药集团有限公司	300158.SZ	2018.0	4.0	2.22
山西聚朋建筑劳务承包有限公司	688051.SH	2018.0	4.0	4.23
广东志高空调有限公司	300189.SZ	2018.0	4.0	4.38
杭州利达五金科技有限公司	002508.SZ	2019.0	1.0	5.22
济宁市增硕商贸有限公司	002921.SZ	2018.0	3.0	5.32
浙江司太立制药股份有限公司	002412.SZ	2017.0	5.0	5.45
海南生源橡胶实业有限公司	000589.SZ	2017.0	5.0	3.55
深圳宝德科技集团股份有限公司	688086.SH	2017.0	3.0	6.29
深圳市正大伟业机电设备工程有限公司	002830.SZ	2017.0	3.0	4.47
溧阳市润建电气科技有限公司,深圳市润建电气技术有限公司	688518.SH	2019.0	5.0	1.71
石家庄西岭供热有限公司	000958.SZ	2018.0	2.0	9.11
石家庄西岭供热有限公司	000958.SZ	2017.0	5.0	5.42
福建兴大进出口贸易有限公司	603995.SH	2018.0	4.0	5.41
苏州智必得自动化设备有限公司	688022.SH	2017.0	3.0	5.4
达飞集团	603967.SH	2017.0	2.0	16.09
达飞集团	603967.SH	2018.0	2.0	17.44
金大智能技术股份有限公司	000017.SZ	2017.0	3.0	12.14
青岛传承国际商贸有限公司	601366.SH	2017.0	4.0	1.85
黄秀娥	300829.SZ	2018.0	2.0	3.7
黄秀娥	300829.SZ	2019.0	2.0	4.41
