mc	gpdm	bgnd	order	bl
JOTEC GmbH	688016.SH	2018.0	2.0	7.39
上海致融信息科技有限公司	300380.SZ	2017.0	3.0	11.14
上证所信息网络有限公司	300803.SZ	2018.0	4.0	9.41
东莞市润信礼品包装有限公司	002981.SZ	2019.0	5.0	2.54
东莞市瑞佳申通速递有限公司	002468.SZ	2017.0	5.0	1.09
中国建材集团(合并口径)	603060.SH	2017.0	1.0	10.3
中国建材集团(合并口径)	603060.SH	2018.0	1.0	10.29
中国建材集团(合并口径)	603060.SH	2019.0	1.0	6.49
中国铁道建筑集团有限公司	688009.SH	2018.0	3.0	0.6
中工资源贸易有限公司	000571.SZ	2017.0	4.0	3.13
中移铁通有限公司	300310.SZ	2019.0	4.0	3.08
供应产五	000631.SZ	2018.0	5.0	5.16
兰州黄河精美包装有限公司	000929.SZ	2017.0	2.0	10.15
兰州黄河精美包装有限公司	000929.SZ	2018.0	2.0	4.78
北京华路时代信息技术股份有限公司	300380.SZ	2017.0	5.0	6.36
北京蓝客科技有限责任公司	300229.SZ	2017.0	4.0	3.17
北京蓝客科技有限责任公司	300229.SZ	2018.0	4.0	2.66
北京起重运输机械设计研究院有限公司	000035.SZ	2017.0	4.0	2.82
南瑞集团有限公司	300830.SZ	2017.0	2.0	9.41
台塑工业(宁波)有限公司	603949.SH	2017.0	1.0	14.74
台塑工业(宁波)有限公司	603949.SH	2018.0	2.0	8.4
合肥晶澳太阳能科技有限公司	300712.SZ	2018.0	5.0	4.75
吉林诚众汽车零部件股份有限公司	000800.SZ	2017.0	4.0	3.14
宁波卓远经贸发展有限公司	300796.SZ	2017.0	3.0	6.44
宁波卓远经贸发展有限公司	300796.SZ	2018.0	3.0	5.45
宁波卓远经贸发展有限公司	300796.SZ	2019.0	3.0	7.96
安徽八一化工股份有限公司	603599.SH	2017.0	1.0	8.89
山东博汇纸业股份有限公司	002605.SZ	2017.0	2.0	1.6
平顶山创昊商贸有限公司	688357.SH	2017.0	2.0	8.79
广州博达机电设备有限公司	000504.SZ	2019.0	5.0	4.21
扬州锻压机床股份有限公司	002089.SZ	2018.0	5.0	1.47
捷迈(上海)医疗国际贸易有限公司	600518.SH	2018.0	2.0	""
新元煤业	600348.SH	2017.0	2.0	12.17
新疆江鑫源建设工程有限公司一分公司	002941.SZ	2017.0	2.0	3.02
杭州三友羽绒有限公司	002321.SZ	2017.0	5.0	2.18
林口县恒达煤炭有限公司	601011.SH	2017.0	1.0	12.8
林州市乾元恒瓶业有限公司	000995.SZ	2018.0	5.0	4.07
桂林市航兴船舶修造厂	000978.SZ	2018.0	2.0	6.54
桂林市航兴船舶修造厂	000978.SZ	2019.0	5.0	2.58
武汉伟业塑料包装有限公司	600228.SH	2018.0	4.0	0.71
武汉德惠尔自动化设备有限公司	300776.SZ	2017.0	4.0	3.11
江苏益客羽绒制品有限公司	002321.SZ	2017.0	3.0	3.52
江苏金马工程有限公司	300105.SZ	2017.0	1.0	4.87
江苏金马工程有限公司	688096.SH	2019.0	4.0	2.95
沈阳四通自动化有限公司	300293.SZ	2017.0	5.0	1.32
洛阳市宇丰不锈钢有限公司	002613.SZ	2018.0	2.0	3.59
洛阳市宇丰不锈钢有限公司	002613.SZ	2019.0	4.0	3.43
洛阳市宇丰不锈钢有限公司	002613.SZ	2017.0	5.0	3.66
浙江古纤道绿色纤维有限公司	000677.SZ	2017.0	4.0	6.94
浙江来斯奥电气有限公司	603551.SH	2017.0	1.0	9.37
浙江来斯奥电气有限公司	603551.SH	2018.0	1.0	7.69
深圳华润三九医药贸易有限公司	002390.SZ	2019.0	2.0	2.34
深圳华润三九医药贸易有限公司	002390.SZ	2018.0	3.0	1.8
深圳华润三九医药贸易有限公司	002390.SZ	2017.0	4.0	1.95
深圳品冠建设工程有限公司(联合体)	000011.SZ	2018.0	4.0	3.01
深圳市和利达电子有限公司	300807.SZ	2017.0	4.0	4.34
灵谷化工有限公司	603906.SH	2018.0	1.0	7.36
福建宏瑞建设工程有限公司	300712.SZ	2018.0	4.0	4.76
苏州溢思科传动设备有限公司	603185.SH	2017.0	4.0	2.12
西门子医学诊断产品(上海)有限公司	002030.SZ	2018.0	4.0	4.41
西门子医学诊断产品(上海)有限公司	002030.SZ	2017.0	5.0	3.17
赛默飞世尔科技(中国)有限公司	688051.SH	2017.0	3.0	4.6
赛默飞世尔科技(中国)有限公司	300797.SZ	2017.0	3.0	3.03
赛默飞世尔科技(中国)有限公司	300165.SZ	2019.0	5.0	2.19
通富微电子股份有限公司	688368.SH	2018.0	5.0	9.23
那曲瑞昌煤炭运销有限公司	000966.SZ	2017.0	4.0	7.12
阿帕奇(北京)光纤激光技术有限公司,IPG Photonics (Japan) Ltd.	688518.SH	2019.0	1.0	16.4
