mc	gpdm	bgnd	order	bl
G0015	688002.SH	2017.0	2.0	13.03
G0015	688002.SH	2018.0	3.0	7.42
上海依工塑料五金有限公司	300375.SZ	2019.0	2.0	3.33
上海帛明实业有限公司	002486.SZ	2017.0	5.0	2.16
上海帛明实业有限公司	002486.SZ	2018.0	5.0	2.99
上海研华慧胜智能科技有限公司	603990.SH	2018.0	2.0	17.21
中国交通建设集团有限公司	600956.SH	2017.0	5.0	4.4
中国铁建高新装备股份有限公司	000557.SZ	2017.0	3.0	7.79
丽水市长新电器制造有限公司	002196.SZ	2017.0	2.0	3.54
俄罗斯汽车有限公司	000923.SZ	2017.0	3.0	0.57
兰州黄河(金昌)麦芽有限公司	000752.SZ	2019.0	4.0	5.26
内蒙古伊东集团宏鑫煤炭有限责任公司	600863.SH	2017.0	5.0	2.72
内蒙古烨熠煤炭销售有限公司	000875.SZ	2019.0	5.0	2.09
北京德恒康成商贸有限公司	000616.SZ	2019.0	1.0	4.83
南京金浦锦湖化工有限公司	603351.SH	2017.0	5.0	3.79
南通东源数控机床有限公司	300091.SZ	2019.0	5.0	1.54
台湾希比希股份有限公司	688300.SH	2017.0	2.0	9.04
吉林云天化农业发展有限公司	002982.SZ	2017.0	5.0	4.48
哈尔滨电机厂有限责任公司	300215.SZ	2017.0	1.0	35.43
山东京粮兴贸贸易有限公司	600866.SH	2019.0	2.0	4.82
山东京粮兴贸贸易有限公司	600866.SH	2018.0	5.0	4.03
山东齐鲁华信高科有限公司	002643.SZ	2017.0	4.0	3.22
广州云硕科技发展有限公司	300297.SZ	2017.0	3.0	4.78
广州小米信息服务有限公司	002127.SZ	2019.0	1.0	34.86
广州小米信息服务有限公司	002127.SZ	2017.0	3.0	6.57
广州小米信息服务有限公司	002127.SZ	2018.0	3.0	14.49
广州小米信息服务有限公司	300343.SZ	2019.0	4.0	1.93
广州联油能源有限公司	002986.SZ	2017.0	3.0	4.93
张家港轩铁物资有限公司	300651.SZ	2017.0	2.0	3.62
张家港轩铁物资有限公司	300651.SZ	2018.0	3.0	2.9
无锡市中联自动化技术有限公司	688516.SH	2018.0	3.0	3.35
无锡市中联自动化技术有限公司	688516.SH	2017.0	4.0	3.34
普霖医疗科技(广州)有限公司	688016.SH	2018.0	5.0	3.82
杭州向南金属制品有限公司	300813.SZ	2017.0	2.0	5.17
杭州向南金属制品有限公司	300813.SZ	2018.0	4.0	2.81
杭州联旭科技有限公司	300766.SZ	2017.0	1.0	23.54
杭州联旭科技有限公司	300766.SZ	2018.0	1.0	13.62
杭州贝驰科技有限公司	688298.SH	2018.0	5.0	2.61
永泰县自然资源和规划局	000797.SZ	2019.0	4.0	7.99
江苏华能建设工程集团有限公司	000939.SZ	2017.0	5.0	0.48
江西杰发贸易有限公司	300095.SZ	2018.0	5.0	2.77
浙江天杭生物科技股份有限公司	300841.SZ	2018.0	1.0	21.29
浙江天杭生物科技股份有限公司	300841.SZ	2017.0	2.0	16.79
浙江瑞翔燃料有限公司	000301.SZ	2017.0	5.0	3.77
浙江顺惠密封件有限公司	300652.SZ	2019.0	3.0	3.78
浦华环保股份有限公司	300263.SZ	2017.0	2.0	3.54
深圳前海广发贸易有限公司	600575.SH	2017.0	3.0	""
深圳市铭瑞科精密机械制造有限公司	688333.SH	2018.0	4.0	4.33
深圳格纬特贸易有限公司	000659.SZ	2019.0	2.0	7.52
益登科技股份有限公司	300342.SZ	2018.0	1.0	8.29
益登科技股份有限公司	300342.SZ	2019.0	1.0	5.33
第4名	300673.SZ	2017.0	4.0	5.4
第4名	000045.SZ	2017.0	4.0	5.9
第4名	000045.SZ	2018.0	4.0	4.79
第4名	000045.SZ	2019.0	4.0	5.43
第4名	002782.SZ	2017.0	4.0	2.68
第4名	002782.SZ	2018.0	4.0	2.82
第4名	002782.SZ	2019.0	4.0	2.52
第4名	002759.SZ	2017.0	4.0	4.33
第4名	300123.SZ	2019.0	4.0	2.24
第4名	002629.SZ	2017.0	4.0	9.94
第4名	002093.SZ	2017.0	4.0	4.45
第4名	002093.SZ	2018.0	4.0	2.29
第4名	002341.SZ	2019.0	4.0	2.9
第4名	002922.SZ	2018.0	4.0	1.97
第4名	002848.SZ	2019.0	4.0	2.64
第4名	300098.SZ	2017.0	4.0	3.01
第4名	300435.SZ	2017.0	4.0	5.09
第4名	300410.SZ	2017.0	4.0	2.72
第4名	300410.SZ	2019.0	4.0	2.36
第4名	300289.SZ	2018.0	4.0	6.68
第4名	300289.SZ	2019.0	4.0	2.88
第4名	000718.SZ	2017.0	4.0	3.83
第4名	000718.SZ	2018.0	4.0	3.9
航天四创科技有限责任公司	603927.SH	2017.0	5.0	1.19
苏州同思软件有限公司	688588.SH	2017.0	3.0	5.78
萍乡市达金集装箱运输有限公司	600228.SH	2018.0	5.0	0.65
贵州康心药业有限公司	300288.SZ	2017.0	1.0	14.55
贵州康心药业有限公司	300288.SZ	2018.0	1.0	43.2
贵州康心药业有限公司	300288.SZ	2019.0	1.0	24.65
赛得利(江西)纤维有限公司	000301.SZ	2017.0	2.0	18.31
长春佛吉亚排气系统有限公司	002048.SZ	2017.0	5.0	1.66
长春佛吉亚排气系统有限公司	002048.SZ	2018.0	5.0	1.56
青神县兴达工贸有限公司	300780.SZ	2017.0	2.0	8.11
青神县兴达工贸有限公司	300780.SZ	2018.0	3.0	10.39
