mc	gpdm	bgnd	order	bl
IXYS Semiconductor GmbH	603290.SH	2018.0	3.0	8.21
IXYS Semiconductor GmbH	603290.SH	2017.0	4.0	8.42
MeetSocial (HongKong) Digital Marketing Co., Limited	300058.SZ	2017.0	2.0	3.66
Nikon Corporation	603297.SH	2017.0	3.0	4.69
REPSOLCOMERCIALPROD.PETROLIFER.	000035.SZ	2019.0	3.0	1.56
SwimmingApparel	002612.SZ	2018.0	4.0	2.8
Texas Aviation Group LLC	002520.SZ	2018.0	4.0	4.82
YINGLIERCO.,LTD	600870.SH	2018.0	2.0	3.94
上海先韦能源科技有限公司	000862.SZ	2017.0	2.0	6.24
上海移卓网络科技有限公司深圳分公司	300803.SZ	2017.0	4.0	5.97
东莞顶锋金属制品有限公司	002937.SZ	2017.0	4.0	2.85
中国搜索信息科技股份有限公司	688228.SH	2019.0	2.0	9.62
中石油煤层气有限责任公司	300332.SZ	2019.0	2.0	11.15
中达视讯(吴江)有限公司	300076.SZ	2017.0	4.0	4.11
南京天昶通科技有限公司	300253.SZ	2018.0	2.0	6.28
国网辽宁省电力有限公司鞍山供电公司	002952.SZ	2017.0	3.0	3.26
国网辽宁省电力有限公司鞍山供电公司	002952.SZ	2018.0	3.0	3.22
天津安创信息技术有限公司	300271.SZ	2019.0	4.0	1.47
宁夏广源丰油气技术服务有限公司	300164.SZ	2017.0	1.0	13.29
宁夏广源丰油气技术服务有限公司	300164.SZ	2018.0	2.0	6.29
山西焦煤集团(不含山焦西山)	000983.SZ	2017.0	4.0	3.54
山西焦煤集团(不含山焦西山)	000983.SZ	2019.0	4.0	2.13
常州市松洋宏佶贸易有限公司	002979.SZ	2019.0	3.0	5.08
恩斯克投资有限公司	603596.SH	2017.0	5.0	4.32
惠州市道科包装材料有限公司	002847.SZ	2017.0	1.0	8.51
惠州市道科包装材料有限公司	002847.SZ	2018.0	2.0	4.82
比亚迪股份有限公司,惠州比亚迪电子有限公司	603486.SH	2017.0	3.0	2.62
江苏申港电磁线有限公司	600382.SH	2017.0	4.0	3.38
江阴市供电局	601199.SH	2019.0	1.0	23.55
浙江康盛热交换器有限公司	000622.SZ	2017.0	3.0	6.25
深圳华瑞德鑫电子科技有限公司	002421.SZ	2018.0	5.0	0.7
深圳市鹏源电子有限公司	300745.SZ	2017.0	1.0	10.28
湖南黑金时代股份有限公司煤炭销售分公司	600423.SH	2018.0	3.0	16.93
湖南黑金时代股份有限公司煤炭销售分公司	600423.SH	2017.0	5.0	""
第1名	300673.SZ	2017.0	1.0	10.74
第1名	000045.SZ	2017.0	1.0	14.31
第1名	000045.SZ	2018.0	1.0	14.57
第1名	000045.SZ	2019.0	1.0	11.9
第1名	002782.SZ	2017.0	1.0	5.06
第1名	002782.SZ	2018.0	1.0	4.94
第1名	002782.SZ	2019.0	1.0	4.3
第1名	002759.SZ	2017.0	1.0	6.91
第1名	300123.SZ	2019.0	1.0	11.5
第1名	002629.SZ	2017.0	1.0	23.3
第1名	002093.SZ	2017.0	1.0	39.92
第1名	002093.SZ	2018.0	1.0	17.87
第1名	002341.SZ	2019.0	1.0	10.45
第1名	002922.SZ	2018.0	1.0	4.61
第1名	002848.SZ	2019.0	1.0	5.43
第1名	300098.SZ	2017.0	1.0	4.89
第1名	300435.SZ	2017.0	1.0	20.61
第1名	300410.SZ	2017.0	1.0	5.76
第1名	300410.SZ	2019.0	1.0	4.84
第1名	300289.SZ	2018.0	1.0	13.8
第1名	300289.SZ	2019.0	1.0	11.18
第1名	000718.SZ	2018.0	1.0	9.7
第1名	000718.SZ	2017.0	2.0	11.41
舟山运通环保能源有限公司	002479.SZ	2018.0	3.0	9.68
载元派尔森新能源科技有限公司	688116.SH	2018.0	2.0	28.82
载元派尔森新能源科技有限公司	688116.SH	2017.0	4.0	5.87
载元派尔森新能源科技有限公司	300109.SZ	2017.0	2.0	11.67
都江电力设备厂	300105.SZ	2017.0	3.0	3.73
重庆新科佳都科技有限公司	688051.SH	2018.0	5.0	4.02
镇江市俊翔电器有限公司	300217.SZ	2017.0	5.0	2.95
镇江市俊翔电器有限公司	300217.SZ	2019.0	5.0	3.25
雅诗兰黛(上海)商贸有限公司	000679.SZ	2019.0	4.0	2.61
雅诗兰黛(上海)商贸有限公司	000501.SZ	2019.0	5.0	1.94
青岛悦来圆工贸有限公司	300797.SZ	2017.0	1.0	6.55
