mc	gpdm	bgnd	order	bl
AVNETTECHNOLOGYHONGKONGLTD	688208.SH	2017.0	1.0	7.08
JESS SMITH AND SONS COTTON,LLC(詹斯密斯公司)	000726.SZ	2017.0	4.0	2.96
TDK Corporation	603786.SH	2017.0	2.0	11.14
TDK Corporation	603786.SH	2018.0	2.0	12.45
c	000953.SZ	2019.0	3.0	7.39
上海佳子亮制衣有限公司	603587.SH	2017.0	1.0	5.96
上海延安医药洋浦股份有限公司	600521.SH	2017.0	5.0	""
上海逸趣网络科技有限公司	002425.SZ	2017.0	4.0	5.71
东莞市井泉塑胶原料有限公司	002980.SZ	2018.0	3.0	2.84
东莞市井泉塑胶原料有限公司	002980.SZ	2017.0	5.0	2.67
中铁三局集团有限公司运输工程分公司	000557.SZ	2017.0	2.0	7.94
中铁三局集团有限公司运输工程分公司	000557.SZ	2019.0	5.0	4.51
云南永青商贸有限公司	002033.SZ	2017.0	1.0	4.13
云南永青商贸有限公司	002033.SZ	2019.0	1.0	1.94
云南永青商贸有限公司	002033.SZ	2018.0	2.0	2.25
兴唐通讯科技有限公司	300479.SZ	2017.0	1.0	38.01
北京同源恒信信息技术有限公司	600288.SH	2017.0	5.0	0.72
宁波梅山海淘车国际贸易有限公司	002622.SZ	2017.0	1.0	15.48
安徽三汇航运有限公司	000520.SZ	2019.0	5.0	4.71
安徽行远建筑工程有限公司	603815.SH	2017.0	2.0	4.34
山西美锦集团锦富煤业有限公司	000723.SZ	2017.0	3.0	5.01
广东广业石油天然气有限公司	000833.SZ	2018.0	5.0	0.6
广西德保强清冶金科技有限责任公司	000559.SZ	2019.0	4.0	2.37
成都金线科技有限公司	300841.SZ	2017.0	4.0	6.66
昆拓信诚医药研发(北京)有限公司集团	688520.SH	2019.0	5.0	2.66
林德气体(常州)有限公司	300777.SZ	2017.0	2.0	12.34
林德气体(常州)有限公司	300777.SZ	2018.0	2.0	15.11
江苏日托光伏科技股份有限公司	601778.SH	2018.0	2.0	4.81
河南新昌铜业集团有限公司	002560.SZ	2019.0	3.0	12.24
浙江申达化妆品包装有限公司	603983.SH	2018.0	4.0	5.33
海尔电器有限公司	601366.SH	2017.0	2.0	3.18
深圳市国信互联科技有限公司	300277.SZ	2019.0	5.0	1.55
深圳市联嘉祥科技股份有限公司	002963.SZ	2018.0	4.0	3.54
深圳市魅力动画文化发展有限公司	300081.SZ	2017.0	4.0	3.21
湖州康和塑业有限公司	688298.SH	2017.0	2.0	7.7
湖州康和塑业有限公司	688298.SH	2018.0	3.0	5.77
瑞升昌铝业(北京)有限公司	300828.SZ	2019.0	5.0	0.88
石家庄远晨废旧物资回收有限公司	002691.SZ	2018.0	1.0	5.43
神华新疆能源有限责任公司	603227.SH	2017.0	3.0	3.58
莱州市德新机械有限公司	002871.SZ	2019.0	5.0	3.04
长沙弘瑞电气设备有限公司	002452.SZ	2018.0	3.0	1.06
