mc	gpdm	bgnd	order	bl
Covestro Deutschland AG	300473.SZ	2017.0	2.0	3.02
GNP    INDUSTRY    LTD	002521.SZ	2017.0	2.0	9.78
SMC中国有限公司	688310.SH	2017.0	1.0	16.11
SMC中国有限公司	688310.SH	2018.0	1.0	13.65
上海爱奇艺文化传媒有限公司北京分公司	300392.SZ	2017.0	3.0	12.37
上海申龙客车有限公司	000065.SZ	2017.0	4.0	3.16
上海赛科石油化工有限责任公司	600618.SH	2017.0	2.0	17.41
上海赛科石油化工有限责任公司	600618.SH	2019.0	3.0	14.01
上海赛科石油化工有限责任公司	600618.SH	2018.0	4.0	13.27
上海车智广告有限公司	300343.SZ	2017.0	2.0	9.65
上海车智广告有限公司	300343.SZ	2018.0	4.0	3.84
上海车智广告有限公司	300071.SZ	2017.0	2.0	4.2
上犹县鸿源矿业有限公司	000960.SZ	2017.0	4.0	6.57
东莞市奥臻金属制品有限公司	300282.SZ	2017.0	3.0	3.03
中国石油天然气股份有限公司天然气销售河北分公司	600230.SH	2019.0	4.0	7.41
中国石油天然气股份有限公司天然气销售河北分公司	000407.SZ	2018.0	1.0	10.76
中国石油天然气股份有限公司天然气销售河北分公司	000407.SZ	2019.0	3.0	6.52
中建三局建设工程股份有限公司	000616.SZ	2018.0	3.0	3.31
中建三局建设工程股份有限公司	000616.SZ	2017.0	4.0	2.62
中煤西北能源有限公司乌审旗分公司	000683.SZ	2017.0	1.0	4.35
中煤西北能源有限公司乌审旗分公司	000683.SZ	2018.0	2.0	8.51
中煤西北能源有限公司乌审旗分公司	000683.SZ	2019.0	2.0	10.12
五常隆达谷物有限公司	000721.SZ	2017.0	3.0	0.83
代垫铁路运杂费(青藏公司)	000792.SZ	2017.0	1.0	20.89
加拿大CAE	002023.SZ	2019.0	2.0	6.68
加拿大CAE	002023.SZ	2018.0	3.0	6.04
北京城建北方建设有限责任公司	000615.SZ	2017.0	1.0	12.19
北京城建北方建设有限责任公司	000615.SZ	2018.0	1.0	14.1
北京惠科芯电子科技有限公司	688200.SH	2017.0	2.0	5.49
厦门通福路市政工程有限公司	603909.SH	2019.0	1.0	""
厦门通福路市政工程有限公司	603909.SH	2018.0	3.0	6.51
厦门通福路市政工程有限公司	603909.SH	2017.0	4.0	4.27
嘉兴拓纬商贸有限公司	688200.SH	2018.0	5.0	4.27
嘉美集团	603156.SH	2017.0	1.0	32.71
嘉美集团	603156.SH	2018.0	1.0	40.08
嘉美集团	603156.SH	2019.0	1.0	36.62
四川省鑫恒星食品有限公司	603317.SH	2017.0	3.0	5.13
四川省鑫恒星食品有限公司	603317.SH	2018.0	4.0	4.6
四川诚隆药业有限责任公司	300049.SZ	2019.0	2.0	14.28
四川诚隆药业有限责任公司	300049.SZ	2018.0	3.0	6.44
国家电网有限公司	000400.SZ	2018.0	1.0	9.54
国家电网有限公司	000400.SZ	2019.0	1.0	17.91
国家电网有限公司	601816.SH	2017.0	2.0	17.96
国家电网有限公司	601816.SH	2018.0	2.0	16.54
国家电网有限公司	000792.SZ	2018.0	2.0	8.91
安徽省麦田石化有限公司	002551.SZ	2018.0	4.0	2.46
安徽鑫泰药业有限公司	300534.SZ	2017.0	1.0	46.62
山东众行信息科技有限公司	300277.SZ	2017.0	5.0	2.52
山东金融资产交易中心有限公司	300023.SZ	2018.0	4.0	6.44
广州市年和精细化工贸易有限公司	300741.SZ	2017.0	4.0	4.59
张化机(苏州)重装有限公司	002140.SZ	2019.0	2.0	4.53
成都光明光电股份有限公司	002962.SZ	2017.0	1.0	19.86
成都光明光电股份有限公司	002962.SZ	2018.0	1.0	13.73
成都光明光电股份有限公司	688010.SH	2017.0	4.0	5.34
杭州巨峰科技有限公司	300609.SZ	2019.0	4.0	5.27
极润贸易(原德力油品)有限公司	000996.SZ	2017.0	5.0	0.26
江苏金源	688186.SH	2017.0	4.0	5.11
江苏长风海洋装备制造有限公司	601226.SH	2018.0	1.0	5.97
江苏长风海洋装备制造有限公司	601226.SH	2019.0	2.0	2.74
沈阳焦煤股份有限公司销售分公司	000761.SZ	2017.0	5.0	4.19
沈阳焦煤股份有限公司销售分公司	000761.SZ	2018.0	5.0	2.53
沈阳焦煤股份有限公司销售分公司	000761.SZ	2019.0	5.0	2.06
波马嘉仕其(北京)索道有限责任公司	002033.SZ	2018.0	1.0	2.82
波马嘉仕其(北京)索道有限责任公司	002033.SZ	2017.0	3.0	3.02
波马嘉仕其(北京)索道有限责任公司	002033.SZ	2019.0	5.0	1
浙江佰所仟讯供应链管理有限公司	000622.SZ	2019.0	1.0	40.03
涞水县东腾市政工程有限公司	002059.SZ	2017.0	5.0	1.24
深圳卓翼时空网络信息技术有限公司	300766.SZ	2017.0	2.0	8.31
深圳市荣昌钢具有限公司	002990.SZ	2017.0	1.0	6.92
深圳市荣昌钢具有限公司	002990.SZ	2018.0	2.0	6.83
深圳市荣昌钢具有限公司	002990.SZ	2019.0	2.0	5.69
深圳蓝普科技有限公司	300076.SZ	2018.0	1.0	35.44
深圳蓝普科技有限公司	300076.SZ	2017.0	3.0	5.61
眉山市大成包装有限公司	603027.SH	2017.0	3.0	5.44
西门子小计	002441.SZ	2019.0	3.0	12.18
赛彼科(上海)特殊化学品有限公司	688098.SH	2017.0	1.0	40.13
赛彼科(上海)特殊化学品有限公司	688098.SH	2018.0	1.0	47.12
阳泉天成煤炭铁路集运有限公司	000958.SZ	2017.0	1.0	18.47
青岛轶骋铁路真空系统制造有限公司	605001.SH	2017.0	4.0	3.16
