mc	gpdm	bgnd	order	bl
GASNATURALCOMERCIALIZADORAS	000035.SZ	2019.0	4.0	1.11
万机仪器(上海)有限公司	300724.SZ	2017.0	4.0	4.52
上海七牛信息技术有限公司	688039.SH	2017.0	2.0	8.07
上海葆原国际贸易有限公司	300699.SZ	2017.0	3.0	4.85
上海葆原国际贸易有限公司	300699.SZ	2018.0	3.0	6.36
上海葆原国际贸易有限公司	300699.SZ	2019.0	5.0	6.75
上海鲲沪电子有限公司	300753.SZ	2017.0	4.0	4.4
中国汽车摩托车运动联合会	002858.SZ	2018.0	4.0	2.61
中国石化化工销售有限公司	300644.SZ	2017.0	1.0	12.54
中国石化化工销售有限公司	603351.SH	2017.0	1.0	23.72
中国石化化工销售有限公司	603279.SH	2017.0	1.0	17.41
中国石化化工销售有限公司	603279.SH	2018.0	1.0	18.42
中国石油化工集团有限公司	600956.SH	2017.0	2.0	12.14
中国石油化工集团有限公司	600956.SH	2018.0	2.0	11.05
中国石油化工集团有限公司	600956.SH	2019.0	2.0	10.39
北京博京电子有限公司	300552.SZ	2019.0	4.0	5.13
北京德睿康智能设备有限公司	603990.SH	2018.0	1.0	27.97
北京德睿康智能设备有限公司	603990.SH	2019.0	1.0	26.09
北京精一强远科技有限公司	600288.SH	2017.0	3.0	3.4
北京精一强远科技有限公司	600288.SH	2018.0	4.0	0.84
北奔重汽集团进出口有限公司	000065.SZ	2017.0	3.0	3.26
南京杰森光电科技有限公司	688011.SH	2017.0	5.0	2.66
南宁市鹏展汽车冲压件制造有限公司	002592.SZ	2018.0	5.0	5.54
双星新材	603212.SH	2018.0	1.0	15.13
双星新材	603212.SH	2019.0	1.0	21.72
双星新材	603212.SH	2017.0	3.0	14.09
哈尔滨市龙生北药生物工程股份有限公司	300434.SZ	2019.0	5.0	2.69
国药集团广东医疗器械供应链有限公司	300012.SZ	2017.0	1.0	12.54
国药集团广东医疗器械供应链有限公司	300012.SZ	2018.0	1.0	6.15
天通精电新科技有限公司	688030.SH	2018.0	2.0	14.65
天通精电新科技有限公司	688080.SH	2018.0	4.0	4.47
山东中信能源有限公司	600618.SH	2018.0	5.0	3.76
山东华鑫矿山工程有限公司	000975.SZ	2017.0	1.0	13.86
巩义市昊伟铝业有限公司	300828.SZ	2018.0	5.0	0.71
广东药材医药有限公司	300147.SZ	2019.0	2.0	2.39
广州路宁路桥公司	000886.SZ	2018.0	3.0	7.06
新疆生产建设兵团棉麻公司	600251.SH	2017.0	4.0	3.08
新疆生产建设兵团棉麻公司	000726.SZ	2017.0	5.0	2.1
新疆生产建设兵团棉麻公司	002087.SZ	2018.0	1.0	10.68
林森物流集团江苏福森供应链管理有限公司	000520.SZ	2019.0	4.0	5.28
武汉市瑞腾锦盈商贸有限公司	688089.SH	2018.0	5.0	6.65
永健药业(集团)有限公司	300086.SZ	2017.0	1.0	50.85
永健药业(集团)有限公司	300086.SZ	2018.0	1.0	22.79
永健药业(集团)有限公司	300086.SZ	2019.0	2.0	13.19
江苏德林环保技术有限公司	002322.SZ	2017.0	5.0	3.44
河南能源化工集团鹤壁煤化工有限公司	300109.SZ	2017.0	1.0	20.13
河南能源化工集团鹤壁煤化工有限公司	300109.SZ	2018.0	1.0	17.14
浙江浙农爱普贸易有限公司	002783.SZ	2018.0	4.0	4.41
深圳聚波达科技有限公司	300552.SZ	2019.0	1.0	16.83
深圳聚波达科技有限公司	300552.SZ	2018.0	5.0	4.79
湖州冶鑫机械有限公司	300837.SZ	2018.0	4.0	4.48
湖州冶鑫机械有限公司	300837.SZ	2017.0	5.0	3.99
湖州冶鑫机械有限公司	300837.SZ	2019.0	5.0	4.21
湖州福华木业有限公司	002631.SZ	2018.0	2.0	3.89
湖州福华木业有限公司	002631.SZ	2019.0	2.0	3.61
紫光华山科技有限公司	688158.SH	2017.0	1.0	18.01
紫光华山科技有限公司	688158.SH	2018.0	1.0	18.11
联合利华服务(合肥)有限公司上海分公司	603755.SH	2018.0	3.0	3.27
航油 2	600115.SH	2017.0	2.0	5.41
航油 2	600115.SH	2018.0	2.0	7.38
航油 2	600221.SH	2018.0	3.0	5.02
航油 2	600221.SH	2019.0	3.0	4.27
艾睿(中国)电子贸易有限公司苏州分公司	300354.SZ	2018.0	4.0	3.71
进峰贸易(深圳)有限公司	300671.SZ	2017.0	3.0	5.57
陕西奥瑞金包装有限公司	000929.SZ	2019.0	4.0	3.26
陕西奥瑞金包装有限公司	000929.SZ	2017.0	5.0	2.65
陕西奥瑞金包装有限公司	000929.SZ	2018.0	5.0	3.28
陶氏集团	688101.SH	2017.0	3.0	4.27
青岛裕翰塑业科技有限公司	300216.SZ	2018.0	5.0	1.11
