mc	gpdm	bgnd	order	bl
Aersale Inc	002520.SZ	2018.0	3.0	6.4
CBMM	688122.SH	2017.0	3.0	12.14
ELTRA GmbH	300797.SZ	2017.0	2.0	3.68
HANTRONG(HONGKONG)LIMITED	300699.SZ	2018.0	4.0	6.99
KTG   Co.          Ltd.	688138.SH	2018.0	1.0	27.63
LOUIS DREYFUS COMMODITIES	601339.SH	2019.0	1.0	19.7
LOUIS DREYFUS COMMODITIES	601339.SH	2018.0	2.0	9.66
上海轶朋锴工程管理有限公司	300694.SZ	2017.0	5.0	4.24
中粮包装(天津)有限公司罐	603156.SH	2018.0	4.0	2.46
云南从蔬源农资有限公司	002033.SZ	2019.0	3.0	1.23
信邦建设集团有限公司	688096.SH	2019.0	5.0	2.22
修理 3	600115.SH	2017.0	3.0	1.41
内蒙古某建筑有限公司	002310.SZ	2017.0	3.0	0.8
北京市西南郊食品冷冻厂	002186.SZ	2017.0	3.0	2.79
合肥宝勋体育用品商贸有限公司	000417.SZ	2017.0	2.0	1.61
合肥宝勋体育用品商贸有限公司	000417.SZ	2019.0	2.0	2.07
合肥宝勋体育用品商贸有限公司	000417.SZ	2018.0	3.0	1.58
国药集团化学试剂北京有限公司,国药集团化学试剂沈阳有限公司	688198.SH	2017.0	5.0	5.93
安徽昊源化工集团有限公司	300637.SZ	2018.0	2.0	4.59
安徽昊源化工集团有限公司	300637.SZ	2017.0	4.0	3.59
安徽昊源化工集团有限公司	002597.SZ	2017.0	3.0	4.98
安徽省科华贸易有限公司	300165.SZ	2019.0	2.0	7.25
广州永新包装有限公司	300740.SZ	2017.0	3.0	4
广州永新包装有限公司	002847.SZ	2019.0	5.0	2.58
广西展飞劳务有限公司	603322.SH	2018.0	5.0	1.48
广西展飞劳务有限公司	002929.SZ	2017.0	1.0	25.48
德赛电池	688169.SH	2017.0	4.0	6.16
德赛电池	688169.SH	2018.0	4.0	5.43
斑目株式会社	688588.SH	2019.0	4.0	3.56
格尔木开源煤业有限公司	600326.SH	2017.0	2.0	10.31
格尔木开源煤业有限公司	600326.SH	2018.0	3.0	12.48
格尔木开源煤业有限公司	600326.SH	2019.0	3.0	6.55
江苏中南建筑产业集团有限责任公司	000718.SZ	2019.0	1.0	11.11
江苏金土木建设集团有限公司	300342.SZ	2017.0	2.0	5.43
沈阳市于洪区华业金属装饰制品厂	688037.SH	2017.0	2.0	11.52
沈阳市于洪区华业金属装饰制品厂	688037.SH	2018.0	2.0	6.33
河北中联创智信息技术有限公司	603927.SH	2017.0	4.0	1.66
浙江沪新不锈钢制造有限公司	300263.SZ	2019.0	4.0	3.32
浙江绿宇环保股份有限公司	002585.SZ	2019.0	5.0	8.33
深圳市赛飞自动化设备有限公司	688389.SH	2017.0	4.0	4.3
深圳市赛飞自动化设备有限公司	688389.SH	2018.0	5.0	2.72
湖南盛美卓越电器销售有限公司	000419.SZ	2019.0	2.0	6.86
湘潭市天天电工器材有限公司	300722.SZ	2018.0	5.0	3.33
焦作众成翔云贸易有限公司	000612.SZ	2019.0	5.0	5.29
瓦尔特(无锡)有限公司	603950.SH	2019.0	5.0	1.27
联强国际贸易(中国)有限公司兰州分公司	000638.SZ	2018.0	5.0	4.85
胜利阀门有限公司	000985.SZ	2018.0	4.0	0.15
重庆建发建筑劳务有限公司	600939.SH	2018.0	4.0	0.78
鑫茂光缆	601869.SH	2017.0	4.0	5.95
阳泉煤业集团国际贸易有限公司	000825.SZ	2017.0	3.0	6.01
