mc	gpdm	bgnd	order	bl
Euroflex GmbH	688108.SH	2017.0	2.0	12.07
Euroflex GmbH	688108.SH	2018.0	3.0	6.5
Kaiam	300548.SZ	2017.0	2.0	13.39
Kaiam	300548.SZ	2018.0	4.0	5.46
Q	601231.SH	2018.0	2.0	8.99
Q	688008.SH	2017.0	3.0	10.12
Thyssen Krupp	000697.SZ	2017.0	1.0	11.29
Thyssen Krupp	000697.SZ	2018.0	1.0	14.29
上海强荣建设工程有限公司	600846.SH	2017.0	2.0	2.14
上海重玺机电科技有限公司	300724.SZ	2017.0	3.0	5.08
中安华力建设集团有限公司	002208.SZ	2019.0	5.0	4.02
中海石油宁波大榭石化有限公司	600387.SH	2018.0	2.0	""
优矩互动(北京)科技有限公司	300338.SZ	2019.0	1.0	16.45
农业银行绍兴城西支行	002574.SZ	2018.0	5.0	1.63
北京东光微电子有限公司	000608.SZ	2019.0	1.0	30.05
北京博控佳业科技有限公司	688200.SH	2017.0	3.0	5.43
北京博控佳业科技有限公司	688200.SH	2018.0	3.0	5.87
国网山东省电力公司临邑县供电公司	688021.SH	2018.0	4.0	4.06
国网山东省电力公司临邑县供电公司	688021.SH	2017.0	5.0	4.21
天津市财政局	000605.SZ	2017.0	3.0	5.37
天音信息服务(北京)有限公司	600083.SH	2018.0	3.0	""
天音信息服务(北京)有限公司	000066.SZ	2018.0	5.0	2.19
宁夏然尔特实业集团有限公司	000635.SZ	2017.0	2.0	3.6
宁波刘顺钢结构有限公司	002323.SZ	2018.0	3.0	5.02
宁波精科机械密封件制造有限公司	300145.SZ	2017.0	2.0	3.23
富港电子(昆山)有限公司	002981.SZ	2017.0	5.0	4.03
德兴市雄鹰建筑企业有限公司	000005.SZ	2018.0	2.0	4.15
成都晶品科技有限责任公司	300811.SZ	2018.0	5.0	3.68
故城县锋鑫钛合金制品有限公司	000633.SZ	2018.0	4.0	2.75
故城县锋鑫钛合金制品有限公司	000633.SZ	2019.0	4.0	5.08
浙江和于道广告有限公司	000793.SZ	2019.0	5.0	2.89
深圳市江波龙电子股份有限公司	002970.SZ	2018.0	4.0	3.44
深圳市雅为世纪科技有限公司	688389.SH	2017.0	2.0	4.78
深圳市雅为世纪科技有限公司	688389.SH	2018.0	2.0	6.7
深圳美加达公路有限公司	000088.SZ	2017.0	2.0	12.75
湖北康普市政园林工程有限公司	300536.SZ	2019.0	5.0	2.46
湖南湘江电力建设集团有限公司	002514.SZ	2019.0	3.0	5.75
瀛新精密	002981.SZ	2019.0	1.0	9.56
益阳万维竹业有限公司	300749.SZ	2018.0	5.0	2.28
石家庄东华金龙化工有限公司	603599.SH	2017.0	2.0	8.24
福建安城建设工程有限公司	300284.SZ	2017.0	2.0	4.67
福建安城建设工程有限公司	300284.SZ	2018.0	2.0	4.94
绘儿乐(上海)贸易有限公司	688365.SH	2018.0	5.0	1.38
缔脉生物医药科技(上海)有限公司	688266.SH	2018.0	3.0	5.49
艾睿电子(深圳)有限公司	300745.SZ	2017.0	2.0	6.83
芜湖市金诚管件有限公司	300095.SZ	2017.0	1.0	8.39
芜湖市金诚管件有限公司	300095.SZ	2018.0	1.0	6.77
芜湖市金诚管件有限公司	300095.SZ	2019.0	1.0	5.03
重庆彭氏科技开发有限公司昆明分公司	002265.SZ	2017.0	2.0	5.6
重庆理文卫生用纸制造有限公司	603613.SH	2018.0	2.0	4.3
重庆理文卫生用纸制造有限公司	603613.SH	2017.0	3.0	5.36
阳光电源股份有限公司	688599.SH	2019.0	5.0	3.22
