mc	gpdm	bgnd	order	bl
Noss & Müller	300293.SZ	2018.0	3.0	1.32
SENTURY TIRE (THAILAND) CO.  LTD (SENTAIDA)	603335.SH	2019.0	2.0	12.24
上海秀派电子科技股份有限公司	300089.SZ	2017.0	2.0	10.19
上海齐景电子科技有限公司	002972.SZ	2018.0	2.0	3.15
中怡数宽科技(苏州)有限公司	300454.SZ	2017.0	5.0	8.75
中石化	000059.SZ	2019.0	4.0	1.61
中石化	603713.SH	2018.0	3.0	1.57
伊泰供应链金融服务(深圳)有限公司	000531.SZ	2017.0	3.0	19.3
伊泰供应链金融服务(深圳)有限公司	000531.SZ	2018.0	3.0	19.55
伊泰供应链金融服务(深圳)有限公司	000531.SZ	2019.0	3.0	21.88
伊泰供应链金融服务(深圳)有限公司	000027.SZ	2017.0	4.0	3.97
伊泰供应链金融服务(深圳)有限公司	000027.SZ	2019.0	4.0	4.84
伊泰供应链金融服务(深圳)有限公司	000027.SZ	2018.0	5.0	5.27
保定市航宇化工有限公司	300765.SZ	2017.0	3.0	9.89
保定市航宇化工有限公司	300765.SZ	2018.0	3.0	9.06
六	600309.SH	2019.0	1.0	5.85
六	600309.SH	2017.0	2.0	5.12
六	600309.SH	2018.0	3.0	3.84
兰坪毅源矿业有限公司	002114.SZ	2018.0	1.0	21.94
兰坪毅源矿业有限公司	002114.SZ	2017.0	2.0	10.08
兰坪毅源矿业有限公司	002114.SZ	2019.0	2.0	7.45
冯成名	603693.SH	2017.0	5.0	7.06
北京乐享方登网络科技股份有限公司	300364.SZ	2017.0	4.0	3.28
南通普力马弹性体技术有限公司	603059.SH	2017.0	5.0	4.33
唐春梅	000803.SZ	2019.0	4.0	1.5
国网拉萨供电公司	600326.SH	2019.0	2.0	8.25
国网湖南省电力公司宁乡县供电分公司	300345.SZ	2017.0	2.0	7.35
天津同道合科技发展有限公司	300823.SZ	2019.0	1.0	6.7
太仓新太酒精有限公司	688321.SH	2019.0	2.0	21.08
太仓新太酒精有限公司	688321.SH	2017.0	3.0	0.87
太仓新太酒精有限公司	688321.SH	2018.0	5.0	5.82
宁波爱云长科技有限公司	300144.SZ	2017.0	2.0	4.61
宜城市双兴工贸有限公司	300189.SZ	2018.0	3.0	5.05
宜都东阳光化成箔有限公司	002806.SZ	2017.0	3.0	9.92
山东天齐置业集团股份有限公司	000537.SZ	2019.0	2.0	8.03
山西东泰能源集团有限公司	000723.SZ	2018.0	5.0	2.55
桂林五洲旅游股份有限公司	000978.SZ	2017.0	1.0	16.25
桂林五洲旅游股份有限公司	000978.SZ	2018.0	1.0	11.15
江苏泰运石油化工有限公司	601865.SH	2017.0	4.0	6.52
江阴市深腾石化贸易有限公司	300777.SZ	2017.0	3.0	12
江阴市深腾石化贸易有限公司	300777.SZ	2018.0	3.0	8.82
洛阳栾川钼业集团销售有限公司	000657.SZ	2017.0	3.0	2.04
洛阳栾川钼业集团销售有限公司	000657.SZ	2018.0	4.0	2.04
洛阳栾川钼业集团销售有限公司	002423.SZ	2017.0	2.0	7.05
浙江惠创实业有限公司	002095.SZ	2017.0	4.0	6.22
深圳中电国际信息科技有限公司	688288.SH	2018.0	4.0	3.84
深圳中电国际信息科技有限公司	300397.SZ	2017.0	1.0	5.84
深圳中电国际信息科技有限公司	300360.SZ	2018.0	4.0	3.57
深圳市建茂建筑工程劳务有限公司	002789.SZ	2017.0	3.0	14.02
深圳市汇宁建筑劳务分包有限公司	300675.SZ	2017.0	5.0	3.24
深圳市灿烁装饰工程有限公司	300675.SZ	2018.0	4.0	2.58
福建利澳纸业有限公司	002785.SZ	2018.0	1.0	6.6
福建利澳纸业有限公司	002785.SZ	2019.0	1.0	8.02
聚兴科技	300822.SZ	2019.0	4.0	4.59
聚兴科技	300822.SZ	2017.0	5.0	2.72
聚兴科技	300822.SZ	2018.0	5.0	4.13
采购商1	300267.SZ	2018.0	1.0	5.94
防城港市泛港机械劳务有限公司	000582.SZ	2017.0	1.0	7.84
防城港市泛港机械劳务有限公司	000582.SZ	2019.0	1.0	7.32
防城港市泛港机械劳务有限公司	000582.SZ	2018.0	4.0	1.27
陕西国药器械有限公司	300326.SZ	2017.0	1.0	8.65
