mc	gpdm	bgnd	order	bl
Kyocera International, Inc.	300548.SZ	2017.0	4.0	6
LYSI HF	300791.SZ	2017.0	2.0	3.22
上海展龙展示工程有限公司	300805.SZ	2017.0	2.0	3.13
上海展龙展示工程有限公司	300805.SZ	2018.0	3.0	2.74
上海恩艾仪器有限公司	002967.SZ	2017.0	4.0	""
上海纽思格生物科技有限公司,上海睿卒生物科技中心,上海睿诚生物科技有限公司	688399.SH	2017.0	1.0	23.26
上海纽思格生物科技有限公司,上海睿卒生物科技中心,上海睿诚生物科技有限公司	688399.SH	2018.0	1.0	22.37
上海翔凌机电技术有限公司	688233.SH	2017.0	3.0	5.81
上海翼诚文化传媒有限公司	300803.SZ	2017.0	3.0	13.7
上海翼诚文化传媒有限公司	300803.SZ	2018.0	5.0	8.66
东凯瑞博自动支付系统(青岛)有限公司	300479.SZ	2017.0	4.0	2.83
中国移动通信集团终端有限公司广东分公司	000066.SZ	2017.0	1.0	5.62
中铁油料有限公司	000557.SZ	2018.0	1.0	12.69
临海市利民化工有限公司	002960.SZ	2018.0	3.0	5.7
临海市利民化工有限公司	002960.SZ	2017.0	5.0	4.28
南京市国土资源局	600170.SH	2017.0	1.0	""
嘉兴巨能机械制造有限公司	300095.SZ	2017.0	3.0	2.4
四川交投商贸有限公司	600039.SH	2019.0	5.0	1.67
四川省新石建材有限公司	600039.SH	2019.0	2.0	2.73
国网天津市电力公司	000605.SZ	2017.0	5.0	3.07
国网新疆电力公司昌吉供电公司	603706.SH	2017.0	2.0	2.98
天津华夏联盛汽车部件有限公司	000927.SZ	2018.0	2.0	3.8
天津华夏联盛汽车部件有限公司	000927.SZ	2017.0	4.0	2.8
天津华夏联盛汽车部件有限公司	000927.SZ	2019.0	4.0	4.62
宁波华顺仪表有限公司	603700.SH	2017.0	5.0	5.06
宁波宁辉贸易有限公司	002586.SZ	2019.0	3.0	0.75
山东太阳纸业股份有限公司	000719.SZ	2017.0	3.0	2.11
山东太阳纸业股份有限公司	000719.SZ	2018.0	3.0	1.3
山东太阳纸业股份有限公司	000719.SZ	2019.0	4.0	1.5
山东太阳纸业股份有限公司	600409.SH	2019.0	2.0	3.36
山东太阳纸业股份有限公司	600409.SH	2017.0	3.0	1.58
山东太阳纸业股份有限公司	600409.SH	2018.0	5.0	2.09
山西中恒誉建筑劳务有限公司	002929.SZ	2017.0	4.0	9.52
山西中恒誉建筑劳务有限公司	002929.SZ	2018.0	5.0	2.71
山西晋能电力科技有限公司	688051.SH	2017.0	1.0	13.51
开美数字技术(江苏)有限公司	002077.SZ	2019.0	4.0	5.31
曹**	000573.SZ	2019.0	3.0	6.73
杨文华	603693.SH	2017.0	4.0	8.66
江苏兴业铝材有限公司	300263.SZ	2017.0	1.0	4.6
江苏开磷瑞阳化工股份有限公司	688199.SH	2017.0	5.0	4.76
江苏益客食品有限公司	603517.SH	2017.0	1.0	11.71
泰安市鲁阳金属制品有限公司	002359.SZ	2017.0	5.0	4.93
浙江时进包装有限公司	688298.SH	2018.0	4.0	3.01
海博锐材料科技(无锡)有限公司	688028.SH	2018.0	5.0	3.71
淮南矿业集团有限公司	600575.SH	2017.0	1.0	""
深圳市共创智能科技有限公司	002990.SZ	2018.0	1.0	9.97
深圳市共创智能科技有限公司	002990.SZ	2019.0	3.0	4.2
深圳市盈华讯方通信技术有限公司	603322.SH	2019.0	2.0	3.81
温州龙城实业有限公司	002629.SZ	2018.0	4.0	8.3
芜湖市银峰化工有限公司	603599.SH	2017.0	4.0	4.27
重庆世澳实业有限公司	000558.SZ	2018.0	4.0	3.79
长沙市顺拓电气设备有限公司	002903.SZ	2017.0	4.0	4.21
阳谷祥悦金属有限责任公司	600618.SH	2017.0	5.0	5.53
陆红午	600257.SH	2018.0	4.0	2.33
马鞍山医统天下云谷健康咨询有限公司	002435.SZ	2018.0	3.0	2.63
