mc	gpdm	bgnd	order	bl
ALI INTERNATIONAL	300191.SZ	2017.0	5.0	8.51
LUCKFURT INDUSTRIE HANDELS GMBH	603087.SH	2017.0	1.0	9.81
SENTECH Instruments GmbH	002819.SZ	2017.0	5.0	2.23
WPIINTERNATIONAL(HONGKONG)LIMITED	300504.SZ	2019.0	5.0	2.94
yuyoungapparel	002612.SZ	2019.0	2.0	3.17
上海云林化工股份有限公司	000819.SZ	2018.0	5.0	1.27
上海冀峰卓兴贸易有限公司	000509.SZ	2017.0	2.0	8.64
上海酷美贸易有限公司	000571.SZ	2017.0	5.0	1.87
上证信息公司	688318.SH	2017.0	1.0	31
上证信息公司	688318.SH	2018.0	1.0	31.17
上证信息公司	688318.SH	2019.0	1.0	32.53
东莞市六盛农产品有限公司	000061.SZ	2018.0	2.0	2.64
中国石化销售有限公司	002040.SZ	2018.0	1.0	28.92
中国石化销售有限公司	002357.SZ	2019.0	4.0	3.76
内蒙古东立光伏电子有限公司	600151.SH	2018.0	4.0	""
北京瑞凯铭化工有限公司	000159.SZ	2018.0	3.0	8.72
南京奥优美特压铸技术有限公司	603982.SH	2017.0	1.0	16.77
南京奥优美特压铸技术有限公司	603982.SH	2018.0	1.0	18.17
四川大洋建筑工程有限责任公司	000803.SZ	2019.0	3.0	2.47
国网山东省电力公司淄博供电公司	000726.SZ	2017.0	1.0	4.39
国网山东省电力公司淄博供电公司	300821.SZ	2018.0	4.0	4.84
国网山东省电力公司淄博供电公司	300821.SZ	2017.0	5.0	5.77
国际商业机器保理(中国)有限公司	300231.SZ	2017.0	4.0	6.84
坚纳森(青岛)机械有限公司	688096.SH	2018.0	5.0	1.88
宁波镇洋化工发展有限公司	002095.SZ	2017.0	3.0	6.71
尼得科压缩机(天津)有限公司	688139.SH	2017.0	2.0	7.81
尼得科压缩机(天津)有限公司	688139.SH	2018.0	3.0	5.1
山东福瑞达生物科技有限公司	688363.SH	2018.0	1.0	9.88
山东福瑞达生物科技有限公司	688363.SH	2017.0	5.0	3.86
常州市金坛唐庄苗木专业合作社	300536.SZ	2017.0	4.0	1.94
成渝钒钛科技有限公司	600039.SH	2018.0	4.0	1.9
新疆金博峰物资有限公司	002524.SZ	2017.0	5.0	2.64
株洲时代新材料科技股份有限公司	300772.SZ	2017.0	2.0	11.79
株洲时代新材料科技股份有限公司	300772.SZ	2018.0	3.0	10.36
法人1	300457.SZ	2017.0	1.0	13.33
法人1	300457.SZ	2018.0	1.0	11.38
法人1	300457.SZ	2019.0	1.0	7.13
法人1	002186.SZ	2018.0	1.0	27.28
法人1	002186.SZ	2019.0	1.0	29.63
法人1	000918.SZ	2017.0	1.0	4.13
浙江华钻建设有限公司	000426.SZ	2019.0	2.0	8.4
浙江新龙建设工程有限公司	000426.SZ	2017.0	5.0	5.65
深圳市天运清洁服务有限公司	000007.SZ	2018.0	3.0	9.71
深圳市天运清洁服务有限公司	000007.SZ	2019.0	3.0	10.65
深圳市飞尼奥科技有限公司	300763.SZ	2017.0	1.0	8.86
深圳市飞尼奥科技有限公司	300763.SZ	2018.0	1.0	10.53
深圳蓝普视讯科技有限公司	300076.SZ	2019.0	1.0	29.48
湖南省郴州市武小金	300189.SZ	2018.0	1.0	22.71
辽宁辽河石油股份有限公司盘锦分公司	000407.SZ	2019.0	2.0	6.7
阜新金特莱氟化学有限责任公司	603259.SH	2017.0	5.0	1.73
陕西煤田地质勘查研究院有限公司	688078.SH	2017.0	3.0	6.2
青岛华元	688366.SH	2017.0	5.0	3.46
青岛英和尔工贸有限公司	002899.SZ	2019.0	4.0	3.76
