mc	gpdm	bgnd	order	bl
Creganna Medical	688108.SH	2017.0	1.0	14.05
Creganna Medical	688108.SH	2018.0	1.0	23.46
万宁瑞丰矿业有限公司	002167.SZ	2018.0	2.0	6.93
万宁瑞丰矿业有限公司	002167.SZ	2017.0	5.0	3.72
上海林炎工贸有限公司	002095.SZ	2019.0	2.0	9.82
中国二十冶集团有限公司	000537.SZ	2019.0	3.0	6.05
中国二十冶集团有限公司	300156.SZ	2017.0	5.0	5.12
中石化集团	603713.SH	2019.0	2.0	2.34
丹东热工仪表有限公司	300248.SZ	2018.0	3.0	2.41
保密一	002465.SZ	2019.0	2.0	2.9
内蒙古硕丰实业有限公司	000825.SZ	2018.0	5.0	1.75
启东亚太化工厂有限公司	002942.SZ	2017.0	4.0	5.44
国家粮食局粮食交易中心协调中心	600540.SH	2017.0	3.0	2.25
国网四川省电力公司泸州供电公司	000912.SZ	2018.0	4.0	2.66
天津市捷安凯医药有限公司	300086.SZ	2017.0	5.0	1.33
宝蓝物业服务股份有限公司	688066.SH	2017.0	2.0	6.6
山东三箭建设工程股份有限公司	000836.SZ	2019.0	4.0	4.78
山东三箭建设工程股份有限公司	000836.SZ	2017.0	5.0	1.77
山东三箭建设工程股份有限公司	000836.SZ	2018.0	5.0	2.44
山西成功煤炭经销有限公司	001896.SZ	2017.0	3.0	2.59
崇越科技股份有限公司	688396.SH	2017.0	3.0	4.48
崇越科技股份有限公司	688396.SH	2018.0	4.0	3.81
常熟开关制造有限公司(原常熟开关厂)	002441.SZ	2017.0	4.0	10.05
常熟开关制造有限公司(原常熟开关厂)	002441.SZ	2018.0	4.0	8.81
常熟开关制造有限公司(原常熟开关厂)	002441.SZ	2019.0	4.0	8.62
景德镇乐矿煤业有限责任公司	600397.SH	2017.0	4.0	3.41
李权	600257.SH	2017.0	5.0	3.11
李权	600257.SH	2019.0	5.0	""
武汉钢铁集团鄂城钢铁有限责任公司	300226.SZ	2017.0	5.0	0.96
江苏伊斯特威尔供应链管理有限公司	300381.SZ	2017.0	4.0	4.41
江苏悦达摩比斯有限公司	000996.SZ	2017.0	2.0	3.86
沈阳新松机器人自动化股份有限公司	688006.SH	2018.0	4.0	2.95
泰安市东岳粮食储备有限公司	000876.SZ	2019.0	5.0	0.84
淄博凯胜电子销售有限公司	688123.SH	2017.0	4.0	4.85
深圳市华诺得信息技术有限公司	300609.SZ	2017.0	3.0	5.13
深圳市明之辉建设工程有限公司	002200.SZ	2019.0	1.0	18.82
温州市华展纺织品有限公司	002687.SZ	2017.0	5.0	4.84
烟台杰瑞石油装备技术有限公司	002828.SZ	2019.0	3.0	7.61
福禄克	002819.SZ	2017.0	3.0	8.61
福禄克	002819.SZ	2018.0	3.0	8.01
福禄克	002819.SZ	2019.0	3.0	9.03
辽宁鸿港化工有限公司	300758.SZ	2017.0	1.0	10.79
重庆市城乡建设委员会	001965.SZ	2017.0	1.0	5.37
