mc	gpdm	bgnd	order	bl
ElpanneteknikSwedenAB	002514.SZ	2019.0	4.0	5.2
GERARDOZAMBRANO	000571.SZ	2019.0	3.0	3.18
Rogers Germany GmbH  DBC	603290.SH	2017.0	5.0	6.47
S007	688126.SH	2017.0	2.0	10.29
S007	688126.SH	2018.0	2.0	7.05
SANY HEAVY EQUIPMENT CO.,LTD	000893.SZ	2018.0	5.0	4.1
东莞力嘉塑料制品有限公司	688169.SH	2019.0	3.0	8.65
东莞市上盈电子科技有限公司	002981.SZ	2018.0	4.0	2.92
中国石油集团渤海钻探工程有限公司(第三钻井工程分公司)	002554.SZ	2018.0	4.0	1.74
中石化胜利油建工程有限公司	002267.SZ	2017.0	4.0	0.94
中石化胜利油建工程有限公司	002267.SZ	2018.0	5.0	0.95
中豪电气江苏有限公司	300670.SZ	2019.0	2.0	4.5
乐亭环太国际贸易有限公司	600997.SH	2018.0	5.0	2.07
亳州市科苑药业有限责任公司	300534.SZ	2017.0	2.0	18.9
南通万达锅炉有限公司	601827.SH	2018.0	2.0	7.01
南通万达锅炉有限公司	601827.SH	2017.0	3.0	4.77
南通万达锅炉有限公司	601827.SH	2019.0	3.0	4.19
南通万达锅炉有限公司	000035.SZ	2017.0	1.0	7.22
南通万达锅炉有限公司	000035.SZ	2018.0	5.0	2.47
南通万达锅炉有限公司	000035.SZ	2019.0	5.0	1.04
四川能投物资产业集团有限公司	600170.SH	2019.0	5.0	0.38
天津市津南区土地管理局	600170.SH	2019.0	2.0	0.65
天津市盈通物资有限公司	603969.SH	2017.0	5.0	2.49
宁波森事达电气有限公司	002922.SZ	2017.0	5.0	2.14
宝鸡力兴钛业有限公司	300489.SZ	2018.0	4.0	6.62
巴斯夫滢格(INGE Gmbh)	688466.SH	2019.0	2.0	4.23
广州控智电子科技有限公司	600870.SH	2018.0	4.0	2.06
徐州帕拉玛贸易商行	300326.SZ	2017.0	5.0	5.45
成都市科隆化学品有限公司	002693.SZ	2019.0	5.0	4.48
新兴铸管新疆有限公司	000778.SZ	2018.0	1.0	4.28
新疆冀新源电力工程有限公司	002700.SZ	2019.0	3.0	1.68
昂坤视觉	688012.SH	2018.0	5.0	4.35
枣庄矿业集团矿业管理有限公司	000723.SZ	2019.0	5.0	3.32
沈阳市金泰利金属有限公司	000633.SZ	2017.0	4.0	5.51
沈阳市金泰利金属有限公司	000633.SZ	2018.0	5.0	2.48
海南益岛燃气有限公司	002320.SZ	2018.0	2.0	3.03
海南益岛燃气有限公司	002320.SZ	2019.0	2.0	3.27
海南益岛燃气有限公司	002320.SZ	2017.0	3.0	4.77
深圳市国脉科技有限公司	002232.SZ	2017.0	1.0	11.69
深圳市国脉科技有限公司	002232.SZ	2018.0	1.0	11.79
深圳市普雅自动化设备有限公司	688518.SH	2017.0	4.0	2.69
福建新大陆支付技术有限公司	300773.SZ	2017.0	3.0	6.37
第一量子赞比亚有限公司	002237.SZ	2018.0	5.0	1.79
绍兴贝斯美化工股份有限公司	002942.SZ	2017.0	2.0	6.71
老挝投资咨询及水电建设公司	000065.SZ	2017.0	2.0	5.88
藤仓(中国)有限公司,FUJIKURALTD	688518.SH	2017.0	2.0	3.86
藤仓(中国)有限公司,FUJIKURALTD	688518.SH	2018.0	2.0	4.03
西安磐基新能源科技有限公司	600855.SH	2019.0	4.0	""
长丰纸业	603687.SH	2017.0	2.0	15.86
长丰纸业	603687.SH	2018.0	2.0	15.72
陕西广源丰油气技术服务有限公司	300164.SZ	2019.0	3.0	5.71
